RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,61,     -99,     -99,     -99,     -99,     -99,     118,     -99,    4751,     -99,     -99,     -99,    1800,     -99,  0.2640,     -99,   359.9,     -99,   15049,     -99,   10381,     -99,    4.25,     -99,   0.316,     -99,     -99,     -99,      71,     -99,     139,     -99,      68,     -99,     1.5,     -99,    8476,     -99,     128,     -99,   27.43,     -99,       5,     -99
2,USMZ8001,SN,1,1,MZ,60,     -99,     -99,     -99,     -99,     -99,     114,     -99,    4603,     -99,     -99,     -99,    1869,     -99,  0.2463,     -99,   373.8,     -99,   15652,     -99,   11138,     -99,    4.43,     -99,   0.294,     -99,     -99,     -99,      66,     -99,     139,     -99,      73,     -99,     1.4,     -99,    9023,     -99,     131,     -99,   28.78,     -99,       5,     -99
3,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     114,     -99,    4149,     -99,     -99,     -99,    1645,     -99,  0.2522,     -99,   329.0,     -99,   14578,     -99,   10516,     -99,    4.32,     -99,   0.285,     -99,     -99,     -99,      62,     -99,     136,     -99,      73,     -99,     1.5,     -99,    8795,     -99,     128,     -99,   28.45,     -99,       5,     -99
4,USMZ8001,SN,1,1,MZ,60,     -99,     -99,     -99,     -99,     -99,     115,     -99,    5073,     -99,     -99,     -99,    2013,     -99,  0.2520,     -99,   402.6,     -99,   16490,     -99,   11508,     -99,    4.68,     -99,   0.308,     -99,     -99,     -99,      79,     -99,     156,     -99,      77,     -99,     1.6,     -99,    9281,     -99,     147,     -99,   28.41,     -99,       5,     -99
5,USMZ8001,SN,1,1,MZ,60,     -99,     -99,     -99,     -99,     -99,     115,     -99,    4771,     -99,     -99,     -99,    1893,     -99,  0.2520,     -99,   378.7,     -99,   15510,     -99,   10823,     -99,    4.35,     -99,   0.308,     -99,     -99,     -99,      73,     -99,     144,     -99,      71,     -99,     1.5,     -99,    8765,     -99,     135,     -99,   28.04,     -99,       5,     -99
6,USMZ8001,SN,1,1,MZ,61,     -99,     -99,     -99,     -99,     -99,     114,     -99,    4667,     -99,     -99,     -99,    1899,     -99,  0.2458,     -99,   379.7,     -99,   15164,     -99,   10580,     -99,    4.52,     -99,   0.308,     -99,     -99,     -99,      74,     -99,     146,     -99,      72,     -99,     1.6,     -99,    8712,     -99,     139,     -99,   27.49,     -99,       5,     -99
7,USMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     109,     -99,    5092,     -99,     -99,     -99,    2071,     -99,  0.2459,     -99,   414.1,     -99,   15146,     -99,   10137,     -99,    4.04,     -99,   0.336,     -99,     -99,     -99,      87,     -99,     155,     -99,      68,     -99,     1.7,     -99,    8006,     -99,     149,     -99,   28.91,     -99,       5,     -99
8,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     113,     -99,    5803,     -99,     -99,     -99,    2303,     -99,  0.2520,     -99,   460.5,     -99,   17296,     -99,   11581,     -99,    4.72,     -99,   0.335,     -99,     -99,     -99,      91,     -99,     164,     -99,      73,     -99,     1.6,     -99,    9150,     -99,     152,     -99,   27.67,     -99,       5,     -99
9,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     113,     -99,    4310,     -99,     -99,     -99,    1710,     -99,  0.2520,     -99,   342.1,     -99,   14929,     -99,   10703,     -99,    4.48,     -99,   0.289,     -99,     -99,     -99,      72,     -99,     151,     -99,      79,     -99,     1.7,     -99,    9105,     -99,     143,     -99,   27.42,     -99,       5,     -99
10,USMZ8001,SN,1,1,MZ,62,     -99,     -99,     -99,     -99,     -99,     114,     -99,    5176,     -99,     -99,     -99,    2105,     -99,  0.2460,     -99,   420.9,     -99,   15810,     -99,   10716,     -99,    4.30,     -99,   0.327,     -99,     -99,     -99,      74,     -99,     140,     -99,      67,     -99,     1.4,     -99,    8475,     -99,     129,     -99,   28.30,     -99,       5,     -99
