RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     115,     -99,    4646,     -99,     -99,     -99,    1801,     -99,  0.2580,     -99,   360.2,     -99,   15352,     -99,   10790,     -99,    4.48,     -99,   0.303,     -99,     -99,     -99,      71,     -99,     146,     -99,      75,     -99,     1.5,     -99,    8870,     -99,     138,     -99,   27.31,     -99,       5,     -99
2,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     112,     -99,    4445,     -99,     -99,     -99,    1763,     -99,  0.2520,     -99,   352.7,     -99,   15076,     -99,   10717,     -99,    4.42,     -99,   0.295,     -99,     -99,     -99,      67,     -99,     140,     -99,      73,     -99,     1.5,     -99,    9023,     -99,     134,     -99,   28.05,     -99,       5,     -99
3,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     115,     -99,    4795,     -99,     -99,     -99,    1859,     -99,  0.2580,     -99,   371.7,     -99,   14141,     -99,    9420,     -99,    3.44,     -99,   0.339,     -99,     -99,     -99,      78,     -99,     133,     -99,      55,     -99,     1.6,     -99,    7454,     -99,     129,     -99,   28.65,     -99,       5,     -99
4,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     112,     -99,    5540,     -99,     -99,     -99,    2253,     -99,  0.2458,     -99,   450.7,     -99,   15028,     -99,    9564,     -99,    3.24,     -99,   0.369,     -99,     -99,     -99,      88,     -99,     135,     -99,      47,     -99,     1.6,     -99,    7195,     -99,     134,     -99,   28.98,     -99,       5,     -99
5,USMZ8001,SN,1,1,MZ,61,     -99,     -99,     -99,     -99,     -99,     116,     -99,    5199,     -99,     -99,     -99,    2063,     -99,  0.2520,     -99,   412.6,     -99,   16767,     -99,   11662,     -99,    4.61,     -99,   0.310,     -99,     -99,     -99,      76,     -99,     151,     -99,      75,     -99,     1.5,     -99,    9554,     -99,     144,     -99,   29.05,     -99,       5,     -99
6,USMZ8001,SN,1,1,MZ,60,     -99,     -99,     -99,     -99,     -99,     114,     -99,    4439,     -99,     -99,     -99,    1804,     -99,  0.2460,     -99,   360.9,     -99,   14888,     -99,   10534,     -99,    4.46,     -99,   0.298,     -99,     -99,     -99,      67,     -99,     141,     -99,      74,     -99,     1.5,     -99,    8594,     -99,     135,     -99,   27.88,     -99,       5,     -99
7,USMZ8001,SN,1,1,MZ,55,     -99,     -99,     -99,     -99,     -99,     107,     -99,    4576,     -99,     -99,     -99,    1868,     -99,  0.2450,     -99,   373.6,     -99,   11237,     -99,    6721,     -99,    2.56,     -99,   0.407,     -99,     -99,     -99,      79,     -99,     125,     -99,      46,     -99,     1.7,     -99,    4734,     -99,     100,     -99,   28.83,     -99,       5,     -99
8,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     114,     -99,    4691,     -99,     -99,     -99,    1861,     -99,  0.2520,     -99,   372.3,     -99,   15763,     -99,   11160,     -99,    4.67,     -99,   0.298,     -99,     -99,     -99,      73,     -99,     150,     -99,      77,     -99,     1.6,     -99,    9178,     -99,     146,     -99,   28.43,     -99,       5,     -99
9,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     114,     -99,    3932,     -99,     -99,     -99,    1560,     -99,  0.2520,     -99,   312.0,     -99,   14533,     -99,   10690,     -99,    4.59,     -99,   0.271,     -99,     -99,     -99,      66,     -99,     150,     -99,      84,     -99,     1.7,     -99,    9172,     -99,     146,     -99,   27.98,     -99,       5,     -99
10,USMZ8001,SN,1,1,MZ,61,     -99,     -99,     -99,     -99,     -99,     114,     -99,    5543,     -99,     -99,     -99,    2254,     -99,  0.2459,     -99,   450.8,     -99,   16336,     -99,   10876,     -99,    4.45,     -99,   0.339,     -99,     -99,     -99,      79,     -99,     144,     -99,      64,     -99,     1.4,     -99,    8494,     -99,     136,     -99,   27.34,     -99,       5,     -99
