RUNNO,TRNO,R#,O#,P#,CR,MODEL,EXNAME,TNAM,FNAM,WSTA,WYEAR,SOIL_ID,LAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,EYLDH,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST
1,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2010,LK04314491,          6.958,         80.625,   681.44,2010121,2010245,2010251,2010321,2011026,2011026,2011,-99,12719,3848,3848,0,5413,.3316121,1160,232.0640,.3025149,3.475035,-99.00000,-99,-99,-99,-99,-99,0,0,2824,991,305,686,444,1228,221,2,100,0,126,75,13,109,98,45,.4974872,-99,-99,-99,-99,-99,-99,-99,-99,250,23612,23610,0,0,169862,169832,.000000,.000000,8.183791,24.93188,41.65341,-99.00000,2.475872,7.542733,12.60156,-99.00000,127.1925,100.9464,38.48000,30.53968,146,24.82876,19.27808,15.81096,11.75867,390.5150,1554.200,510.1599,206.0523,305.3591,1,
2,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2011,LK04314491,          6.958,         80.625,   681.44,2011121,2011244,2011250,2011318,2012020,2012020,2012,-99,15097,4916,4916,0,6910,.3126566,1572,314.4551,.3256128,3.982454,-99.00000,-99,-99,-99,-99,-99,0,0,1665,1001,361,641,158,387,178,2,100,0,158,30,22,103,124,64,.4132585,-99,-99,-99,-99,-99,-99,-99,-99,250,23619,23618,0,0,169925,169896,.000000,.000000,15.95218,27.73402,41.86221,-99.00000,5.194422,9.030878,13.63136,-99.00000,150.9714,95.55154,49.16000,31.11392,141,26.00638,19.09007,17.48794,11.76536,392.3469,946.3998,544.3546,186.4340,360.6389,1,
3,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2012,LK04314491,          6.958,         80.625,   681.44,2012121,2012250,2012256,2012325,2013026,2013026,2013,-99,14123,4536,4536,0,6385,.3134180,1447,289.4619,.3211871,3.682972,-99.00000,-99,-99,-99,-99,-99,0,0,2317,912,324,589,339,915,211,2,100,0,133,57,15,100,106,53,.7855623,-99,-99,-99,-99,-99,-99,-99,-99,250,23620,23618,0,0,169906,169877,.000000,.000000,8.707694,26.64285,43.65348,-99.00000,2.796720,8.557097,14.02054,-99.00000,141.2301,106.1880,45.36000,34.10526,142,25.80070,19.34365,16.54718,11.74524,394.9068,1621.900,530.0863,208.6823,323.5254,1,
4,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2013,LK04314491,          6.958,         80.625,   681.44,2013121,2013256,2013262,2013330,2014033,2014033,2014,-99,15174,4985,4985,0,7236,.3124610,1595,319.0785,.3285239,3.993784,-99.00000,-99,-99,-99,-99,-99,0,0,1999,1023,366,657,227,669,139,2,100,0,155,40,24,111,124,66,.2669659,-99,-99,-99,-99,-99,-99,-99,-99,250,23610,23608,0,0,169867,169836,.000000,.000000,20.78897,29.23674,41.45633,-99.00000,6.829702,9.605007,13.61945,-99.00000,151.7387,97.89594,49.85000,32.16129,142,25.95774,18.92535,17.42817,11.72967,397.4227,729.9001,519.0001,156.0253,366.0206,1,
5,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2014,LK04314491,          6.958,         80.625,   681.44,2014121,2014244,2014251,2014319,2015021,2015021,2015,-99,11851,3198,3198,0,4623,.3076481,1040,207.9277,.2698841,3.429360,-99.00000,-99,-99,-99,-99,-99,0,0,2581,991,304,687,339,1133,178,2,100,0,118,79,13,107,96,40,.6057926,-99,-99,-99,-99,-99,-99,-99,-99,250,23611,23610,0,0,169831,169801,.000000,.000000,7.323190,23.38164,38.92377,-99.00000,1.976148,6.309486,10.50350,-99.00000,118.5112,100.4332,31.98000,27.10169,142,25.53803,19.59296,16.34648,11.76457,399.3239,1618.300,506.8558,204.6705,304.4699,1,
6,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2015,LK04314491,          6.958,         80.625,   681.44,2015121,2015259,2015265,2015334,2016034,2016034,2016,-99,11581,3187,3187,0,4498,.3018604,1056,211.1753,.2752148,3.334336,-99.00000,-99,-99,-99,-99,-99,0,0,2087,989,309,680,226,774,158,2,100,0,118,71,22,110,95,40,1.169578,-99,-99,-99,-99,-99,-99,-99,-99,250,23608,23606,0,0,169794,169763,.000000,.000000,9.619599,22.38260,37.48510,-99.00000,2.647230,6.159497,10.31557,-99.00000,115.8104,98.14437,31.87000,27.00847,140,25.96857,19.61357,16.54214,11.72278,402.0682,1203.900,517.4124,210.9177,308.9504,1,
7,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2016,LK04314491,          6.958,         80.625,   681.44,2016121,2016244,2016250,2016315,2017015,2017015,2017,-99,15347,5630,5630,0,7989,.3059999,1840,368.0066,.3668877,3.686199,-99.00000,-99,-99,-99,-99,-99,0,0,1473,914,375,539,205,281,133,2,100,0,173,13,25,102,137,83,.1959073,-99,-99,-99,-99,-99,-99,-99,-99,250,23620,23617,0,0,169948,169914,.000000,.000000,30.97830,30.91608,40.97269,-99.00000,11.36455,11.34173,15.03105,-99.00000,153.4665,88.70898,56.30000,32.54335,137,26.90220,19.05912,17.90949,11.76865,405.0137,495.4001,496.3971,125.3270,374.5581,1,
8,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2017,LK04314491,          6.958,         80.625,   681.44,2017121,2017256,2017262,2017326,2018030,2018030,2018,-99,13420,4247,4247,0,6177,.3180872,1335,267.0496,.3164935,3.855360,-99.00000,-99,-99,-99,-99,-99,0,0,2183,1120,365,754,234,731,159,2,100,0,144,53,19,112,117,60,.5268626,-99,-99,-99,-99,-99,-99,-99,-99,250,23607,23605,0,0,169840,169808,.000000,.000000,13.96578,25.47201,36.75747,-99.00000,4.419815,8.061244,11.63280,-99.00000,134.1972,93.19249,42.47000,29.49306,139,26.31799,19.07410,17.39352,11.73032,407.1280,960.9001,526.8417,162.9962,365.0883,1,
9,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2018,LK04314491,          6.958,         80.625,   681.44,2018121,2018247,2018253,2018321,2019023,2019023,2019,-99,13965,4362,4362,0,6037,.3137798,1390,278.0359,.3123671,3.688857,-99.00000,-99,-99,-99,-99,-99,0,0,2406,1073,334,739,246,966,181,2,100,0,130,60,23,110,107,50,.6651543,-99,-99,-99,-99,-99,-99,-99,-99,250,23609,23607,0,0,169810,169780,.000000,.000000,12.56833,25.77471,41.81238,-99.00000,3.925839,8.050983,13.06050,-99.00000,139.6467,107.4205,43.62000,33.55384,141,26.21914,18.96383,17.82979,11.75547,409.5127,1111.100,541.7972,210.1203,333.9840,1,
10,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2019,LK04314491,          6.958,         80.625,   681.44,2019121,2019247,2019253,2019321,-99,2020002,2020,-99,11256,2566,2566,0,3967,.2183120,1175,235.0342,.2279308,3.274149,-99.00000,-99,-99,-99,-99,-99,0,0,2379,938,256,682,269,995,236,2,100,0,111,77,17,102,92,29,.7487591,-99,-99,-99,-99,-99,-99,-99,-99,250,23615,23613,0,0,169793,169761,.000000,.000000,8.480207,25.85464,43.95354,-99.00000,1.933248,5.894129,10.02017,-99.00000,112.5578,101.4034,25.66000,23.11712,120,26.24917,19.84667,15.72500,11.77755,412.2037,1327.300,435.3484,181.4278,256.0836,1,
