RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,80,     -99,     -99,     -99,     -99,     -99,     128,     -99,    2310,     -99,     -99,     -99,    2053,     -99,  0.1125,     -99,   410.6,     -99,    8699,     -99,    6444,     -99,    2.13,     -99,   0.266,     -99,     -99,     -99,      43,     -99,      93,     -99,      50,     -99,     1.8,     -99,    4573,     -99,      94,     -99,   27.83,     -99,      13,     -99
2,USMZ8001,SN,1,1,MZ,-99,     -99,     -99,     -99,     -99,     -99,      37,     -99,       0,     -99,     -99,     -99,       0,     -99,  0.0000,     -99,     0.0,     -99,      95,     -99,      97,     -99,    0.19,     -99,   0.000,     -99,     -99,     -99,       0,     -99,       5,     -99,       5,     -99,     0.0,     -99,       0,     -99,       0,     -99,   19.04,     -99,       6,     -99
3,USMZ8001,SN,1,1,MZ,72,     -99,     -99,     -99,     -99,     -99,     116,     -99,     313,     -99,     -99,     -99,     542,     -99,  0.0577,     -99,   108.5,     -99,    5270,     -99,    5013,     -99,    2.20,     -99,   0.059,     -99,     -99,     -99,       6,     -99,     111,     -99,     105,     -99,     1.9,     -99,    5006,     -99,     111,     -99,   27.10,     -99,       8,     -99
4,USMZ8001,SN,1,1,MZ,78,     -99,     -99,     -99,     -99,     -99,     129,     -99,     518,     -99,     -99,     -99,     323,     -99,  0.1605,     -99,    70.7,     -99,    5232,     -99,    4768,     -99,    2.27,     -99,   0.099,     -99,     -99,     -99,       9,     -99,     114,     -99,     104,     -99,     1.8,     -99,    4859,     -99,     114,     -99,   28.20,     -99,      12,     -99
5,USMZ8001,SN,1,1,MZ,75,     -99,     -99,     -99,     -99,     -99,     129,     -99,    1865,     -99,     -99,     -99,    1190,     -99,  0.1568,     -99,   237.9,     -99,    9635,     -99,    7849,     -99,    3.62,     -99,   0.194,     -99,     -99,     -99,      34,     -99,     160,     -99,     127,     -99,     1.8,     -99,    6825,     -99,     160,     -99,   28.75,     -99,      14,     -99
6,USMZ8001,SN,1,1,MZ,85,     -99,     -99,     -99,     -99,     -99,     135,     -99,    5819,     -99,     -99,     -99,    3100,     -99,  0.1877,     -99,   620.0,     -99,   19263,     -99,   13532,     -99,    4.91,     -99,   0.302,     -99,     -99,     -99,      96,     -99,     169,     -99,      73,     -99,     1.7,     -99,    9639,     -99,     168,     -99,   26.77,     -99,       9,     -99
7,USMZ8001,SN,1,1,MZ,80,     -99,     -99,     -99,     -99,     -99,     125,     -99,     411,     -99,     -99,     -99,     442,     -99,  0.0929,     -99,    89.5,     -99,    4937,     -99,    4588,     -99,    2.91,     -99,   0.083,     -99,     -99,     -99,       8,     -99,     106,     -99,      98,     -99,     1.8,     -99,    4619,     -99,     106,     -99,   27.18,     -99,      10,     -99
8,USMZ8001,SN,1,1,MZ,79,     -99,     -99,     -99,     -99,     -99,      99,     -99,     305,     -99,     -99,     -99,    1350,     -99,  0.0226,     -99,   270.0,     -99,    4881,     -99,    4619,     -99,    1.34,     -99,   0.063,     -99,     -99,     -99,       6,     -99,      77,     -99,      71,     -99,     1.9,     -99,    3701,     -99,      77,     -99,   26.35,     -99,       8,     -99
9,USMZ8001,SN,1,1,MZ,63,     -99,     -99,     -99,     -99,     -99,     111,     -99,     441,     -99,     -99,     -99,     265,     -99,  0.1662,     -99,    61.0,     -99,    4671,     -99,    4288,     -99,    2.23,     -99,   0.094,     -99,     -99,     -99,       8,     -99,      97,     -99,      88,     -99,     1.8,     -99,    4404,     -99,      97,     -99,   29.48,     -99,       6,     -99
10,USMZ8001,SN,1,1,MZ,81,     -99,     -99,     -99,     -99,     -99,     127,     -99,    1717,     -99,     -99,     -99,    2250,     -99,  0.0763,     -99,   449.9,     -99,   10527,     -99,    8882,     -99,    3.94,     -99,   0.163,     -99,     -99,     -99,      32,     -99,     150,     -99,     118,     -99,     1.9,     -99,    6729,     -99,     150,     -99,   26.68,     -99,       9,     -99
