RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,GHMZ8001,SN,1,1,MZ,62,     -99,     -99,     -99,     -99,     -99,     115,     -99,    3373,     -99,     -99,     -99,    1367,     -99,  0.2467,     -99,   273.4,     -99,   12502,     -99,    9209,     -99,    3.86,     -99,   0.270,     -99,     -99,     -99,      46,     -99,     110,     -99,      64,     -99,     1.4,     -99,    7771,     -99,     102,     -99,   27.02,     -99,       5,     -99
2,GHMZ8001,SN,1,1,MZ,61,     -99,     -99,     -99,     -99,     -99,     113,     -99,    4550,     -99,     -99,     -99,    1943,     -99,  0.2342,     -99,   388.5,     -99,   15657,     -99,   11197,     -99,    4.46,     -99,   0.291,     -99,     -99,     -99,      66,     -99,     141,     -99,      75,     -99,     1.4,     -99,    8864,     -99,     129,     -99,   28.27,     -99,       5,     -99
3,GHMZ8001,SN,1,1,MZ,60,     -99,     -99,     -99,     -99,     -99,     112,     -99,    4480,     -99,     -99,     -99,    1874,     -99,  0.2391,     -99,   374.7,     -99,   14360,     -99,    9960,     -99,    4.22,     -99,   0.312,     -99,     -99,     -99,      65,     -99,     130,     -99,      65,     -99,     1.5,     -99,    8012,     -99,     122,     -99,   27.70,     -99,       5,     -99
4,GHMZ8001,SN,1,1,MZ,62,     -99,     -99,     -99,     -99,     -99,     114,     -99,    4335,     -99,     -99,     -99,    1758,     -99,  0.2466,     -99,   351.6,     -99,   14633,     -99,   10382,     -99,    4.08,     -99,   0.296,     -99,     -99,     -99,      62,     -99,     131,     -99,      70,     -99,     1.4,     -99,    8456,     -99,     118,     -99,   28.38,     -99,       5,     -99
5,GHMZ8001,SN,1,1,MZ,60,     -99,     -99,     -99,     -99,     -99,     112,     -99,    3439,     -99,     -99,     -99,    1465,     -99,  0.2347,     -99,   293.1,     -99,   12951,     -99,    9593,     -99,    3.86,     -99,   0.266,     -99,     -99,     -99,      47,     -99,     112,     -99,      64,     -99,     1.4,     -99,    7810,     -99,     103,     -99,   27.62,     -99,       5,     -99
6,GHMZ8001,SN,1,1,MZ,63,     -99,     -99,     -99,     -99,     -99,     116,     -99,    3584,     -99,     -99,     -99,    1500,     -99,  0.2389,     -99,   300.0,     -99,   12757,     -99,    9251,     -99,    3.72,     -99,   0.281,     -99,     -99,     -99,      50,     -99,     113,     -99,      63,     -99,     1.4,     -99,    7435,     -99,     102,     -99,   27.56,     -99,       6,     -99
7,GHMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     109,     -99,    4812,     -99,     -99,     -99,    2015,     -99,  0.2388,     -99,   403.0,     -99,   13846,     -99,    9107,     -99,    3.51,     -99,   0.348,     -99,     -99,     -99,      82,     -99,     139,     -99,      57,     -99,     1.7,     -99,    6994,     -99,     136,     -99,   27.48,     -99,       5,     -99
8,GHMZ8001,SN,1,1,MZ,60,     -99,     -99,     -99,     -99,     -99,     112,     -99,    3575,     -99,     -99,     -99,    1450,     -99,  0.2465,     -99,   290.0,     -99,   12684,     -99,    9188,     -99,    3.97,     -99,   0.282,     -99,     -99,     -99,      53,     -99,     119,     -99,      66,     -99,     1.5,     -99,    7746,     -99,     110,     -99,   27.65,     -99,       5,     -99
9,GHMZ8001,SN,1,1,MZ,60,     -99,     -99,     -99,     -99,     -99,     112,     -99,    3426,     -99,     -99,     -99,    1425,     -99,  0.2404,     -99,   285.0,     -99,   13060,     -99,    9716,     -99,    3.94,     -99,   0.262,     -99,     -99,     -99,      48,     -99,     117,     -99,      69,     -99,     1.4,     -99,    7959,     -99,     108,     -99,   27.55,     -99,       5,     -99
10,GHMZ8001,SN,1,1,MZ,62,     -99,     -99,     -99,     -99,     -99,     113,     -99,    3330,     -99,     -99,     -99,    1427,     -99,  0.2333,     -99,   285.5,     -99,   12456,     -99,    9203,     -99,    3.64,     -99,   0.267,     -99,     -99,     -99,      41,     -99,     103,     -99,      62,     -99,     1.2,     -99,    7322,     -99,      93,     -99,   28.10,     -99,       5,     -99
