RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,90,     -99,     -99,     -99,     -99,     -99,     145,     -99,    6323,     -99,     -99,     -99,    2791,     -99,  0.2266,     -99,   558.1,     -99,   19612,     -99,   13381,     -99,    5.06,     -99,   0.322,     -99,     -99,     -99,     107,     -99,     187,     -99,      81,     -99,     1.7,     -99,   10333,     -99,     192,     -99,   27.37,     -99,      14,     -99
2,USMZ8001,SN,1,1,MZ,93,     -99,     -99,     -99,     -99,     -99,     142,     -99,    5460,     -99,     -99,     -99,    3100,     -99,  0.1761,     -99,   620.0,     -99,   19022,     -99,   13656,     -99,    5.12,     -99,   0.287,     -99,     -99,     -99,      95,     -99,     186,     -99,      92,     -99,     1.7,     -99,   10621,     -99,     197,     -99,   28.48,     -99,      15,     -99
3,USMZ8001,SN,1,1,MZ,79,     -99,     -99,     -99,     -99,     -99,     128,     -99,    1020,     -99,     -99,     -99,     727,     -99,  0.1403,     -99,   145.4,     -99,    5636,     -99,    4674,     -99,    2.72,     -99,   0.181,     -99,     -99,     -99,      18,     -99,     108,     -99,      90,     -99,     1.8,     -99,    4332,     -99,     108,     -99,   27.37,     -99,      12,     -99
4,USMZ8001,SN,1,1,MZ,84,     -99,     -99,     -99,     -99,     -99,     146,     -99,    5141,     -99,     -99,     -99,    2657,     -99,  0.1935,     -99,   531.4,     -99,   18581,     -99,   13526,     -99,    4.91,     -99,   0.277,     -99,     -99,     -99,      91,     -99,     176,     -99,      85,     -99,     1.8,     -99,    9476,     -99,     182,     -99,   26.87,     -99,      14,     -99
5,USMZ8001,SN,1,1,MZ,87,     -99,     -99,     -99,     -99,     -99,     146,     -99,    6337,     -99,     -99,     -99,    2791,     -99,  0.2271,     -99,   558.2,     -99,   20098,     -99,   13853,     -99,    5.00,     -99,   0.315,     -99,     -99,     -99,     106,     -99,     184,     -99,      78,     -99,     1.7,     -99,   10078,     -99,     191,     -99,   27.13,     -99,      13,     -99
6,USMZ8001,SN,1,1,MZ,88,     -99,     -99,     -99,     -99,     -99,     146,     -99,    7551,     -99,     -99,     -99,    2786,     -99,  0.2710,     -99,   557.3,     -99,   19218,     -99,   11744,     -99,    4.55,     -99,   0.393,     -99,     -99,     -99,     123,     -99,     182,     -99,      59,     -99,     1.6,     -99,    8241,     -99,     171,     -99,   25.61,     -99,      14,     -99
7,USMZ8001,SN,1,1,MZ,85,     -99,     -99,     -99,     -99,     -99,     141,     -99,    6725,     -99,     -99,     -99,    2675,     -99,  0.2514,     -99,   535.1,     -99,   16212,     -99,    9552,     -99,    2.87,     -99,   0.415,     -99,     -99,     -99,     116,     -99,     173,     -99,      57,     -99,     1.7,     -99,    6129,     -99,     126,     -99,   26.59,     -99,       9,     -99
8,USMZ8001,SN,1,1,MZ,89,     -99,     -99,     -99,     -99,     -99,     149,     -99,    6512,     -99,     -99,     -99,    2911,     -99,  0.2237,     -99,   582.2,     -99,   18775,     -99,   12349,     -99,    4.92,     -99,   0.347,     -99,     -99,     -99,     102,     -99,     170,     -99,      68,     -99,     1.6,     -99,    9440,     -99,     171,     -99,   26.24,     -99,      11,     -99
9,USMZ8001,SN,1,1,MZ,75,     -99,     -99,     -99,     -99,     -99,     126,     -99,    3066,     -99,     -99,     -99,    1482,     -99,  0.2069,     -99,   296.4,     -99,   13079,     -99,   10098,     -99,    4.49,     -99,   0.234,     -99,     -99,     -99,      54,     -99,     182,     -99,     128,     -99,     1.8,     -99,    8947,     -99,     181,     -99,   28.40,     -99,       9,     -99
10,USMZ8001,SN,1,1,MZ,87,     -99,     -99,     -99,     -99,     -99,     145,     -99,    8441,     -99,     -99,     -99,    3088,     -99,  0.2733,     -99,   617.6,     -99,   21488,     -99,   13131,     -99,    4.86,     -99,   0.393,     -99,     -99,     -99,     130,     -99,     188,     -99,      58,     -99,     1.5,     -99,    9199,     -99,     186,     -99,   26.30,     -99,      12,     -99
11,USMZ8001,SN,1,1,MZ,88,     -99,     -99,     -99,     -99,     -99,     153,     -99,    8704,     -99,     -99,     -99,    2965,     -99,  0.2935,     -99,   593.0,     -99,   21822,     -99,   13209,     -99,    4.99,     -99,   0.399,     -99,     -99,     -99,     128,     -99,     181,     -99,      53,     -99,     1.5,     -99,    9618,     -99,     184,     -99,   27.73,     -99,      11,     -99
12,USMZ8001,SN,1,1,MZ,94,     -99,     -99,     -99,     -99,     -99,     150,     -99,    7726,     -99,     -99,     -99,    3096,     -99,  0.2496,     -99,   619.1,     -99,   21353,     -99,   13715,     -99,    5.00,     -99,   0.362,     -99,     -99,     -99,     124,     -99,     192,     -99,      69,     -99,     1.6,     -99,    9784,     -99,     191,     -99,   26.94,     -99,      15,     -99
13,USMZ8001,SN,1,1,MZ,85,     -99,     -99,     -99,     -99,     -99,     137,     -99,    3613,     -99,     -99,     -99,    1875,     -99,  0.1927,     -99,   375.0,     -99,   14208,     -99,   10681,     -99,    4.66,     -99,   0.254,     -99,     -99,     -99,      63,     -99,     174,     -99,     111,     -99,     1.8,     -99,    8859,     -99,     175,     -99,   26.55,     -99,      12,     -99
14,USMZ8001,SN,1,1,MZ,87,     -99,     -99,     -99,     -99,     -99,     140,     -99,    2680,     -99,     -99,     -99,    1467,     -99,  0.1827,     -99,   293.5,     -99,    9602,     -99,    6983,     -99,    2.43,     -99,   0.279,     -99,     -99,     -99,      47,     -99,     120,     -99,      73,     -99,     1.8,     -99,    5582,     -99,     116,     -99,   27.71,     -99,      14,     -99
