RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,GHMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     125,     -99,    5790,     -99,     -99,     -99,    2011,     -99,  0.2880,     -99,   402.1,     -99,   16977,     -99,   11272,     -99,    4.54,     -99,   0.341,     -99,     -99,     -99,      81,     -99,     146,     -99,      65,     -99,     1.4,     -99,    9057,     -99,     140,     -99,   27.42,     -99,       5,     -99
2,GHMZ8001,SN,1,1,MZ,63,     -99,     -99,     -99,     -99,     -99,     123,     -99,    6010,     -99,     -99,     -99,    2177,     -99,  0.2760,     -99,   435.5,     -99,   15770,     -99,    9824,     -99,    2.98,     -99,   0.381,     -99,     -99,     -99,      89,     -99,     133,     -99,      44,     -99,     1.5,     -99,    6913,     -99,     124,     -99,   27.97,     -99,       5,     -99
3,GHMZ8001,SN,1,1,MZ,71,     -99,     -99,     -99,     -99,     -99,     133,     -99,    4325,     -99,     -99,     -99,    1468,     -99,  0.2947,     -99,   293.6,     -99,   13583,     -99,    9335,     -99,    3.80,     -99,   0.318,     -99,     -99,     -99,      58,     -99,     116,     -99,      59,     -99,     1.3,     -99,    7648,     -99,     109,     -99,   26.87,     -99,       6,     -99
4,GHMZ8001,SN,1,1,MZ,62,     -99,     -99,     -99,     -99,     -99,     121,     -99,    5818,     -99,     -99,     -99,    2155,     -99,  0.2700,     -99,   430.9,     -99,   14361,     -99,    8601,     -99,    2.45,     -99,   0.405,     -99,     -99,     -99,      95,     -99,     133,     -99,      38,     -99,     1.6,     -99,    5680,     -99,     114,     -99,   27.40,     -99,       6,     -99
5,GHMZ8001,SN,1,1,MZ,63,     -99,     -99,     -99,     -99,     -99,     123,     -99,    5989,     -99,     -99,     -99,    2124,     -99,  0.2820,     -99,   424.7,     -99,   16237,     -99,   10320,     -99,    3.76,     -99,   0.369,     -99,     -99,     -99,      84,     -99,     137,     -99,      53,     -99,     1.4,     -99,    8096,     -99,     130,     -99,   27.82,     -99,       5,     -99
6,GHMZ8001,SN,1,1,MZ,66,     -99,     -99,     -99,     -99,     -99,     124,     -99,    4928,     -99,     -99,     -99,    1825,     -99,  0.2700,     -99,   365.0,     -99,   14168,     -99,    9304,     -99,    3.60,     -99,   0.348,     -99,     -99,     -99,      79,     -99,     132,     -99,      53,     -99,     1.6,     -99,    7242,     -99,     127,     -99,   26.87,     -99,       6,     -99
7,GHMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     116,     -99,    3072,     -99,     -99,     -99,    1138,     -99,  0.2700,     -99,   227.5,     -99,    8141,     -99,    5120,     -99,    1.61,     -99,   0.377,     -99,     -99,     -99,      52,     -99,      89,     -99,      37,     -99,     1.7,     -99,    4007,     -99,      84,     -99,   28.08,     -99,       5,     -99
8,GHMZ8001,SN,1,1,MZ,62,     -99,     -99,     -99,     -99,     -99,     121,     -99,    5266,     -99,     -99,     -99,    1950,     -99,  0.2700,     -99,   390.0,     -99,   15751,     -99,   10562,     -99,    3.99,     -99,   0.334,     -99,     -99,     -99,      80,     -99,     140,     -99,      59,     -99,     1.5,     -99,    8141,     -99,     134,     -99,   27.04,     -99,       6,     -99
9,GHMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     123,     -99,    5316,     -99,     -99,     -99,    1926,     -99,  0.2760,     -99,   385.2,     -99,   16439,     -99,   11207,     -99,    4.55,     -99,   0.323,     -99,     -99,     -99,      84,     -99,     156,     -99,      72,     -99,     1.6,     -99,    9101,     -99,     147,     -99,   27.43,     -99,       5,     -99
10,GHMZ8001,SN,1,1,MZ,66,     -99,     -99,     -99,     -99,     -99,     -99,     -99,    6236,     -99,     -99,     -99,    2259,     -99,  0.2760,     -99,   451.9,     -99,   16556,     -99,   10396,     -99,    3.92,     -99,   0.377,     -99,     -99,     -99,      83,     -99,     135,     -99,      52,     -99,     1.3,     -99,    7701,     -99,     126,     -99,   27.21,     -99,       5,     -99
