RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,GHMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     108,     -99,    4111,     -99,     -99,     -99,    1778,     -99,  0.2312,     -99,   355.6,     -99,   15118,     -99,   11094,     -99,    4.76,     -99,   0.272,     -99,     -99,     -99,      71,     -99,     156,     -99,      85,     -99,     1.7,     -99,    9398,     -99,     154,     -99,   28.22,     -99,       5,     -99
2,GHMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     106,     -99,    3874,     -99,     -99,     -99,    1776,     -99,  0.2181,     -99,   355.2,     -99,   12313,     -99,    8504,     -99,    2.93,     -99,   0.315,     -99,     -99,     -99,      68,     -99,     127,     -99,      59,     -99,     1.8,     -99,    6681,     -99,     129,     -99,   28.40,     -99,       5,     -99
3,GHMZ8001,SN,1,1,MZ,56,     -99,     -99,     -99,     -99,     -99,     106,     -99,    3572,     -99,     -99,     -99,    1595,     -99,  0.2239,     -99,   319.0,     -99,   10283,     -99,    6762,     -99,    2.26,     -99,   0.347,     -99,     -99,     -99,      62,     -99,     110,     -99,      47,     -99,     1.7,     -99,    5117,     -99,     107,     -99,   27.63,     -99,       5,     -99
4,GHMZ8001,SN,1,1,MZ,56,     -99,     -99,     -99,     -99,     -99,     105,     -99,    4659,     -99,     -99,     -99,    2151,     -99,  0.2166,     -99,   430.3,     -99,   12095,     -99,    7495,     -99,    2.20,     -99,   0.385,     -99,     -99,     -99,      82,     -99,     129,     -99,      48,     -99,     1.8,     -99,    5092,     -99,     106,     -99,   28.70,     -99,       5,     -99
5,GHMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     106,     -99,    4046,     -99,     -99,     -99,    1804,     -99,  0.2242,     -99,   360.9,     -99,   14794,     -99,   10837,     -99,    4.57,     -99,   0.274,     -99,     -99,     -99,      68,     -99,     147,     -99,      79,     -99,     1.7,     -99,    9126,     -99,     143,     -99,   28.40,     -99,       5,     -99
6,GHMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     107,     -99,    3932,     -99,     -99,     -99,    1793,     -99,  0.2192,     -99,   358.7,     -99,   13450,     -99,    9595,     -99,    3.89,     -99,   0.292,     -99,     -99,     -99,      68,     -99,     140,     -99,      72,     -99,     1.7,     -99,    7824,     -99,     137,     -99,   28.18,     -99,       5,     -99
7,GHMZ8001,SN,1,1,MZ,55,     -99,     -99,     -99,     -99,     -99,     102,     -99,    3502,     -99,     -99,     -99,    1706,     -99,  0.2053,     -99,   341.2,     -99,   10446,     -99,    7008,     -99,    2.29,     -99,   0.335,     -99,     -99,     -99,      62,     -99,     114,     -99,      53,     -99,     1.8,     -99,    5465,     -99,     114,     -99,   28.78,     -99,       5,     -99
8,GHMZ8001,SN,1,1,MZ,56,     -99,     -99,     -99,     -99,     -99,     105,     -99,    5067,     -99,     -99,     -99,    2294,     -99,  0.2209,     -99,   458.8,     -99,   15235,     -99,   10243,     -99,    3.93,     -99,   0.333,     -99,     -99,     -99,      87,     -99,     148,     -99,      61,     -99,     1.7,     -99,    7740,     -99,     149,     -99,   27.87,     -99,       5,     -99
9,GHMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     108,     -99,    3472,     -99,     -99,     -99,    1556,     -99,  0.2231,     -99,   311.3,     -99,   14254,     -99,   10873,     -99,    4.79,     -99,   0.244,     -99,     -99,     -99,      61,     -99,     158,     -99,      97,     -99,     1.7,     -99,    9516,     -99,     162,     -99,   28.57,     -99,       5,     -99
10,GHMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     107,     -99,    4535,     -99,     -99,     -99,    2210,     -99,  0.2052,     -99,   442.0,     -99,   15063,     -99,   10611,     -99,    4.59,     -99,   0.301,     -99,     -99,     -99,      74,     -99,     148,     -99,      74,     -99,     1.6,     -99,    8548,     -99,     142,     -99,   27.63,     -99,       5,     -99
