RUNNO,TRNO,R#,O#,P#,CR,MODEL,EXNAME,TNAM,FNAM,WSTA,WYEAR,SOIL_ID,LAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,EYLDH,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST
1,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2010,US02186933,         48.000,        -96.000,      -99,2010032,2010120,2010140,2010225,2010308,2010308,2010,-99,13466,3521,3521,0,6058,.2044713,1722,344.4055,.2614852,4.412045,-99.00000,-99,-99,-99,-99,-99,0,0,653,552,296,257,64,0,98,3,200,0,224,0,13,29,169,60,.5146695,-99,-99,-99,-99,-99,-99,-99,-99,250,26787,26784,0,0,192698,192656,.000000,.000000,22.19847,26.46787,45.55885,-99.00000,5.804484,6.920850,11.91278,-99.00000,67.32797,60.11426,17.60500,15.71875,188,21.15904,9.937235,16.97447,13.76710,389.9619,606.6000,508.7525,213.1876,295.5648,1,
2,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2011,US02186933,         48.000,        -96.000,      -99,2011032,2011129,2011143,2011236,2011299,2011299,2011,-99,11912,1406,1406,0,3747,.1164218,1208,241.5394,.1180342,4.864769,-99.00000,-99,-99,-99,-99,-99,0,0,494,522,266,257,26,0,6,3,200,0,224,0,12,27,174,25,.2298634,-99,-99,-99,-99,-99,-99,-99,-99,250,26785,26783,0,0,192678,192637,.000000,.000000,28.24085,26.76771,44.78478,-99.00000,3.333333,3.159454,5.286051,-99.00000,59.55996,53.17854,7.030000,6.276786,170,22.47647,10.70765,18.04883,13.94472,391.7710,421.8000,445.0135,179.0305,265.9831,1,
3,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2012,US02186933,         48.000,        -96.000,      -99,2012032,2012123,2012136,2012211,2012286,2012286,2012,-99,7465,2175,2175,0,3999,.1679386,1295,258.9723,.2912979,2.837965,-99.00000,-99,-99,-99,-99,-99,0,0,375,398,173,226,5,0,33,3,200,0,130,0,102,23,97,40,.2171280,-99,-99,-99,-99,-99,-99,-99,-99,250,26781,26777,0,0,192389,192343,.000000,.000000,26.01086,23.30284,43.19539,-99.00000,7.578397,6.789402,12.58520,-99.00000,37.32558,57.42397,10.87500,16.73077,163,24.85337,11.45030,19.45644,14.25240,394.0156,287.0000,320.3522,147.5302,172.8221,1,
4,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2013,US02186933,         48.000,        -96.000,      -99,2013032,2013129,2013141,2013235,2013299,2013299,2013,-99,9492,1803,1803,0,3046,.1699888,1061,212.1322,.1899568,4.176495,-99.00000,-99,-99,-99,-99,-99,0,0,526,497,242,255,13,0,77,3,200,0,207,0,30,27,159,31,.2223755,-99,-99,-99,-99,-99,-99,-99,-99,250,26782,26779,0,0,192538,192493,.000000,.000000,21.19147,21.95654,39.25905,-99.00000,4.025453,4.170781,7.457501,-99.00000,47.45830,45.85343,9.015000,8.710145,170,22.68941,10.67117,17.58177,13.94472,396.7348,447.9000,432.2932,190.5232,241.7700,1,
5,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2014,US02186933,         48.000,        -96.000,      -99,2014032,2014132,2014145,2014235,2014285,2014285,2014,-99,12266,1489,1489,0,6020,.8951285E-01,1664,332.7079,.1214028,4.333913,-99.00000,-99,-99,-99,-99,-99,0,0,533,536,273,263,23,0,35,3,200,0,210,0,30,31,152,25,.2364443,-99,-99,-99,-99,-99,-99,-99,-99,250,26780,26777,0,0,192581,192535,.000000,.000000,29.96000,27.03636,45.00502,-99.00000,3.637030,3.282110,5.463437,-99.00000,61.32812,58.40774,7.445000,7.090476,153,22.14248,10.56993,17.64510,14.25613,398.7639,409.4000,453.6715,181.1335,272.5391,1,
6,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2015,US02186933,         48.000,        -96.000,      -99,2015032,2015110,2015125,2015223,2015271,2015271,2015,-99,12355,2142,2142,0,4763,.1462151,1465,292.9862,.1733732,4.771136,-99.00000,-99,-99,-99,-99,-99,0,0,450,488,274,215,18,0,5,3,200,0,222,0,13,26,174,39,.2227932,-99,-99,-99,-99,-99,-99,-99,-99,250,26784,26782,0,0,192609,192566,.000000,.000000,30.72511,27.81551,45.17101,-99.00000,5.327033,4.822576,7.831623,-99.00000,61.77283,55.65120,10.71000,9.648648,161,23.85404,10.91987,19.00497,14.52168,400.8232,402.1000,444.1610,170.6545,273.5065,1,
7,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2016,US02186933,         48.000,        -96.000,      -99,2016032,2016109,2016129,2016221,2016305,2016305,2016,-99,19547,6735,6735,0,11187,.2734286,2463,492.6634,.3445783,4.956980,-99.00000,-99,-99,-99,-99,-99,0,0,616,580,399,181,48,0,49,3,200,0,231,0,10,33,167,94,.2287362,-99,-99,-99,-99,-99,-99,-99,-99,250,26793,26791,0,0,193223,193187,.000000,.000000,34.00040,36.11469,49.03283,-99.00000,11.71508,12.44358,16.89461,-99.00000,97.73414,84.61830,33.67500,29.15584,196,21.58469,9.937753,17.42449,13.83865,404.2643,574.8999,541.2431,142.5952,398.6478,1,
8,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2017,US02186933,         48.000,        -96.000,      -99,2017032,2017126,2017138,2017223,2017307,2017307,2017,-99,5276,586,586,0,1072,.1952045,300,66.88512,.1109786,3.036025,-99.00000,-99,-99,-99,-99,-99,0,0,458,406,159,247,23,0,89,3,200,0,150,0,84,24,111,10,.2299976,-99,-99,-99,-99,-99,-99,-99,-99,250,26781,26778,0,0,192401,192354,.000000,.000000,13.63322,15.77573,33.16240,-99.00000,1.514212,1.752175,3.683274,-99.00000,26.38028,35.17371,2.930000,3.906667,181,22.24586,9.907735,17.15690,13.77093,406.5758,387.0000,334.4415,175.3438,159.0976,1,
9,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2018,US02186933,         48.000,        -96.000,      -99,2018032,2018121,2018133,2018210,2018282,2018282,2018,-99,6644,475,475,0,656,.2151679,221,53.12491,.7150595E-01,4.175050,-99.00000,-99,-99,-99,-99,-99,0,0,463,449,217,232,10,0,65,3,200,0,199,0,35,25,156,8,.2164368,-99,-99,-99,-99,-99,-99,-99,-99,250,26781,26778,0,0,192424,192382,.000000,.000000,15.91842,16.40099,30.66394,-99.00000,1.137997,1.172496,2.192144,-99.00000,33.22175,33.38869,2.375000,2.386935,161,24.74907,11.64099,19.12547,14.33807,408.5503,417.4000,405.1188,188.4359,216.6829,32,
10,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2019,US02186933,         48.000,        -96.000,      -99,2019032,2019115,2019145,2019232,2019291,2019291,2019,-99,12254,1764,1764,0,5392,.1217143,1449,289.8779,.1439644,4.094669,-99.00000,-99,-99,-99,-99,-99,0,0,659,505,279,226,53,0,163,3,200,0,209,0,28,28,157,30,.2271939,-99,-99,-99,-99,-99,-99,-99,-99,250,26783,26781,0,0,192563,192524,.000000,.000000,20.68504,27.45739,43.90812,-99.00000,2.977718,3.952632,6.320798,-99.00000,61.26909,58.63071,8.820000,8.440191,176,21.09319,9.609659,17.82217,14.14302,411.4561,592.4000,446.2849,167.2061,279.0787,1,
