RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,GHMZ8001,SN,1,1,MZ,60,     -99,     -99,     -99,     -99,     -99,     111,     -99,    3949,     -99,     -99,     -99,    1702,     -99,  0.2319,     -99,   340.5,     -99,   14259,     -99,   10399,     -99,    4.38,     -99,   0.277,     -99,     -99,     -99,      63,     -99,     139,     -99,      77,     -99,     1.6,     -99,    8790,     -99,     127,     -99,   28.24,     -99,       5,     -99
2,GHMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     107,     -99,    3982,     -99,     -99,     -99,    1723,     -99,  0.2312,     -99,   344.5,     -99,   13178,     -99,    9263,     -99,    3.70,     -99,   0.302,     -99,     -99,     -99,      68,     -99,     133,     -99,      64,     -99,     1.7,     -99,    7552,     -99,     126,     -99,   27.93,     -99,       5,     -99
3,GHMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     109,     -99,    4427,     -99,     -99,     -99,    1898,     -99,  0.2332,     -99,   379.7,     -99,   14176,     -99,    9834,     -99,    4.30,     -99,   0.312,     -99,     -99,     -99,      68,     -99,     134,     -99,      66,     -99,     1.5,     -99,    8041,     -99,     123,     -99,   28.35,     -99,       5,     -99
4,GHMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     108,     -99,    4328,     -99,     -99,     -99,    1882,     -99,  0.2300,     -99,   376.5,     -99,   12878,     -99,    8619,     -99,    3.24,     -99,   0.336,     -99,     -99,     -99,      74,     -99,     128,     -99,      54,     -99,     1.7,     -99,    6668,     -99,     126,     -99,   27.89,     -99,       5,     -99
5,GHMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     108,     -99,    3873,     -99,     -99,     -99,    1684,     -99,  0.2300,     -99,   336.8,     -99,   14356,     -99,   10570,     -99,    4.64,     -99,   0.270,     -99,     -99,     -99,      67,     -99,     147,     -99,      80,     -99,     1.7,     -99,    9014,     -99,     147,     -99,   28.03,     -99,       5,     -99
6,GHMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     109,     -99,    4121,     -99,     -99,     -99,    1840,     -99,  0.2240,     -99,   367.9,     -99,   14685,     -99,   10652,     -99,    4.70,     -99,   0.281,     -99,     -99,     -99,      71,     -99,     154,     -99,      83,     -99,     1.7,     -99,    8870,     -99,     151,     -99,   28.54,     -99,       5,     -99
7,GHMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     106,     -99,    3511,     -99,     -99,     -99,    1600,     -99,  0.2194,     -99,   320.0,     -99,   10587,     -99,    7138,     -99,    2.63,     -99,   0.332,     -99,     -99,     -99,      61,     -99,     115,     -99,      54,     -99,     1.7,     -99,    5730,     -99,     120,     -99,   28.41,     -99,       5,     -99
8,GHMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     108,     -99,    3633,     -99,     -99,     -99,    1631,     -99,  0.2227,     -99,   326.2,     -99,   13801,     -99,   10255,     -99,    4.63,     -99,   0.263,     -99,     -99,     -99,      62,     -99,     143,     -99,      80,     -99,     1.7,     -99,    8765,     -99,     139,     -99,   28.36,     -99,       5,     -99
9,GHMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     108,     -99,    3508,     -99,     -99,     -99,    1552,     -99,  0.2261,     -99,   310.4,     -99,   13740,     -99,   10319,     -99,    4.58,     -99,   0.255,     -99,     -99,     -99,      61,     -99,     145,     -99,      84,     -99,     1.7,     -99,    8944,     -99,     149,     -99,   28.21,     -99,       5,     -99
10,GHMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     107,     -99,    3986,     -99,     -99,     -99,    1900,     -99,  0.2097,     -99,   380.1,     -99,   14220,     -99,   10320,     -99,    4.39,     -99,   0.280,     -99,     -99,     -99,      64,     -99,     138,     -99,      74,     -99,     1.6,     -99,    8449,     -99,     129,     -99,   27.70,     -99,       5,     -99
