RUNNO,TRNO,R#,O#,P#,CR,MODEL,EXNAME,TNAM,FNAM,WSTA,WYEAR,SOIL_ID,LAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,EYLDH,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST
1,1,1,1,1,MZ,MZCER048,GHMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2010,LK04262645,          7.542,         80.042,    55.43,2010121,2010244,2010249,2010304,2010357,2010357,2010,-99,14722,4392,4392,0,6309,.2456626,1788,357.5764,.2983453,4.429386,-99.00000,-99,-99,-99,-99,-99,0,0,1953,881,311,570,295,574,265,2,100,0,168,47,18,128,148,72,.4472286,-99,-99,-99,-99,-99,-99,-99,-99,250,26640,26638,0,0,191473,191443,.000000,.5453519E-01,12.18383,35.51849,47.37180,-99.00000,3.634859,10.59640,14.13265,-99.00000,147.2172,87.62930,43.92000,26.14286,113,28.51594,24.45575,16.25221,11.78576,390.4308,1208.300,414.4806,105.1344,310.7698,1,
2,1,1,1,1,MZ,MZCER048,GHMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2011,LK04262645,          7.542,         80.042,    55.43,2011121,2011244,2011249,2011303,2011355,2011355,2011,-99,15462,4554,4554,0,6625,.2395499,1901,380.2306,.2945450,4.560351,-99.00000,-99,-99,-99,-99,-99,0,0,986,717,340,376,64,41,225,2,100,0,175,2,23,91,149,72,.2144162,-99,-99,-99,-99,-99,-99,-99,-99,250,26679,26678,0,0,191824,191795,.000000,.5502150E-02,22.15164,35.73265,45.42603,-99.00000,6.524354,10.52439,13.37939,-99.00000,154.6185,88.35341,45.54000,26.02286,111,29.77027,24.69819,17.59910,11.78981,392.2567,698.0002,432.7092,94.10529,340.3741,1,
3,1,1,1,1,MZ,MZCER048,GHMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2012,LK04262645,          7.542,         80.042,    55.43,2012121,2012245,2012250,2012303,2012355,2012355,2012,-99,13852,4245,4245,0,6560,.2388375,1777,355.4725,.3064518,3.904478,-99.00000,-99,-99,-99,-99,-99,0,0,1317,713,309,404,153,248,265,2,100,0,161,10,22,84,136,72,.1583060,-99,-99,-99,-99,-99,-99,-99,-99,250,26685,26684,0,0,191874,191843,.000000,.000000,13.16617,33.07063,44.84350,-99.00000,4.034788,10.13453,13.74234,-99.00000,138.5213,86.03806,42.45000,26.36646,110,29.66182,24.64001,17.29273,11.78663,394.7400,1052.100,418.8649,112.6925,308.8993,1,
4,1,1,1,1,MZ,MZCER048,GHMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2013,LK04262645,          7.542,         80.042,    55.43,2013121,2013260,2013265,2013321,2014008,2014008,2014,-99,16820,5146,5146,0,7709,.2400001,2144,428.8542,.3059632,4.670504,-99.00000,-99,-99,-99,-99,-99,0,0,1256,880,332,548,107,156,175,2,100,0,191,17,31,132,166,85,.3412137,-99,-99,-99,-99,-99,-99,-99,-99,250,26638,26636,0,0,191451,191420,.000000,.1113253,31.81359,41.96976,50.70523,-99.00000,9.733309,12.84057,15.51318,-99.00000,168.1984,88.06200,51.46000,26.94241,113,29.53452,24.20531,17.04513,11.71247,397.3624,528.7000,400.7609,72.78333,331.7180,1,
5,1,1,1,1,MZ,MZCER048,GHMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2014,LK04262645,          7.542,         80.042,    55.43,2014121,2014244,2014249,2014304,2014356,2014356,2014,-99,15402,4570,4570,0,6851,.2395875,1908,381.5210,.2967327,4.420825,-99.00000,-99,-99,-99,-99,-99,0,0,1729,723,302,421,197,558,312,2,100,0,170,50,19,133,148,73,.3134507,-99,-99,-99,-99,-99,-99,-99,-99,250,26636,26634,0,0,191438,191410,.000000,.5491419,13.31232,39.18303,50.96954,-99.00000,3.949870,11.62591,15.12306,-99.00000,154.0236,90.60209,45.70000,26.88235,112,29.02857,24.78392,16.08304,11.78776,399.2431,1157.000,393.0875,91.68534,302.1875,1,
6,1,1,1,1,MZ,MZCER048,GHMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2015,LK04262645,          7.542,         80.042,    55.43,2015121,2015244,2015249,2015303,2015354,2015354,2015,-99,15257,4538,4538,0,6796,.2330251,1947,389.4572,.2974055,4.585636,-99.00000,-99,-99,-99,-99,-99,0,0,1706,755,305,450,158,612,243,2,100,0,175,38,17,125,153,77,.5164640,-99,-99,-99,-99,-99,-99,-99,-99,250,26644,26642,0,0,191490,191462,.000000,.6978248,12.36526,34.95772,50.01410,-99.00000,3.677770,10.39739,14.87557,-99.00000,152.5750,87.18570,45.38000,25.93143,110,29.13092,25.00909,16.26637,11.79188,401.7572,1233.900,436.4557,134.9251,305.0639,1,
7,1,1,1,1,MZ,MZCER048,GHMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2016,LK04262645,          7.542,         80.042,    55.43,2016121,2016244,2016249,2016302,2016352,2016352,2016,-99,13104,4398,4398,0,6564,.2317875,1897,379.4741,.3356062,3.389393,-99.00000,-99,-99,-99,-99,-99,0,0,1318,762,300,462,190,239,189,2,100,0,176,11,47,125,142,76,.1967497,-99,-99,-99,-99,-99,-99,-99,-99,250,26643,26641,0,0,191470,191434,.000000,.3249781E-01,31.28253,35.74941,43.64844,-99.00000,10.49892,11.99808,14.64912,-99.00000,131.0425,74.45599,43.98000,24.98864,108,30.57130,24.82222,17.86574,11.79615,404.9178,418.9001,366.5586,68.56489,300.2227,1,
8,1,1,1,1,MZ,MZCER048,GHMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2017,LK04262645,          7.542,         80.042,    55.43,2017121,2017263,2017268,2017321,2018008,2018008,2018,-99,15655,5152,5152,0,7464,.2398874,2148,429.5050,.3290826,4.481421,-99.00000,-99,-99,-99,-99,-99,0,0,1645,1034,327,707,135,378,160,2,100,0,177,42,31,147,155,85,.8637351,-99,-99,-99,-99,-99,-99,-99,-99,250,26622,26620,0,0,191274,191245,.000000,.3686734,21.90980,34.97306,47.87496,-99.00000,7.210637,11.50983,15.75591,-99.00000,156.5455,88.44380,51.52000,29.10735,110,29.76727,24.35091,17.34455,11.70409,407.0872,714.5000,447.6174,124.2217,326.9883,1,
9,1,1,1,1,MZ,MZCER048,GHMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2018,LK04262645,          7.542,         80.042,    55.43,2018121,2018245,2018250,2018304,2018355,2018355,2018,-99,14478,3995,3995,0,6105,.2329875,1715,342.9086,.2759148,4.499352,-99.00000,-99,-99,-99,-99,-99,0,0,1636,863,332,531,155,472,208,2,100,0,173,40,25,132,147,68,.4644081,-99,-99,-99,-99,-99,-99,-99,-99,250,26637,26635,0,0,191448,191419,.000000,.2461146E-01,15.93782,34.04151,43.56474,-99.00000,4.397842,9.393327,12.02114,-99.00000,144.7792,83.68739,39.95000,23.09249,110,29.76546,24.39909,18.10909,11.78663,409.3593,908.4000,425.3019,94.30500,332.3311,1,
10,1,1,1,1,MZ,MZCER048,GHMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2019,LK04262645,          7.542,         80.042,    55.43,2019121,2019244,2019249,2019305,2019355,2019355,2019,-99,15869,5069,5069,0,7238,.2253751,2249,449.8121,.3194104,4.350639,-99.00000,-99,-99,-99,-99,-99,0,0,1620,860,319,541,138,428,257,2,100,0,168,35,24,121,148,77,.6419917,-99,-99,-99,-99,-99,-99,-99,-99,250,26647,26646,0,0,191505,191477,.000000,.2190471,15.13958,35.58115,49.76823,-99.00000,4.835909,11.36539,15.89705,-99.00000,158.6931,94.46017,50.69000,30.17262,111,29.36397,24.86036,16.64234,11.78981,412.1473,1048.200,446.0032,130.2515,318.8643,1,
