RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,110,     -99,     -99,     -99,     -99,     -99,     187,     -99,    2509,     -99,     -99,     -99,    1125,     -99,  0.2230,     -99,   225.0,     -99,    9204,     -99,    6763,     -99,    2.63,     -99,   0.273,     -99,     -99,     -99,      44,     -99,     129,     -99,      86,     -99,     1.7,     -99,    5828,     -99,     129,     -99,   27.37,     -99,      27,     -99
2,USMZ8001,SN,1,1,MZ,105,     -99,     -99,     -99,     -99,     -99,     172,     -99,    1844,     -99,     -99,     -99,    1379,     -99,  0.1337,     -99,   275.8,     -99,   12349,     -99,   10594,     -99,    4.69,     -99,   0.149,     -99,     -99,     -99,      33,     -99,     169,     -99,     136,     -99,     1.8,     -99,    9102,     -99,     172,     -99,   27.72,     -99,      17,     -99
3,USMZ8001,SN,1,1,MZ,93,     -99,     -99,     -99,     -99,     -99,     133,     -99,     793,     -99,     -99,     -99,     654,     -99,  0.1212,     -99,   130.8,     -99,    5195,     -99,    4458,     -99,    2.24,     -99,   0.153,     -99,     -99,     -99,      14,     -99,     103,     -99,      89,     -99,     1.8,     -99,    4273,     -99,     103,     -99,   26.44,     -99,      17,     -99
4,USMZ8001,SN,1,1,MZ,108,     -99,     -99,     -99,     -99,     -99,     178,     -99,     740,     -99,     -99,     -99,     336,     -99,  0.2202,     -99,    72.9,     -99,    4893,     -99,    4213,     -99,    2.96,     -99,   0.151,     -99,     -99,     -99,      13,     -99,     106,     -99,      92,     -99,     1.7,     -99,    4411,     -99,     106,     -99,   26.88,     -99,      15,     -99
5,USMZ8001,SN,1,1,MZ,94,     -99,     -99,     -99,     -99,     -99,     174,     -99,    1726,     -99,     -99,     -99,    1150,     -99,  0.1501,     -99,   229.9,     -99,    6279,     -99,    4605,     -99,    2.34,     -99,   0.275,     -99,     -99,     -99,      30,     -99,      89,     -99,      59,     -99,     1.7,     -99,    3387,     -99,      89,     -99,   25.95,     -99,      10,     -99
6,USMZ8001,SN,1,1,MZ,98,     -99,     -99,     -99,     -99,     -99,     180,     -99,    1217,     -99,     -99,     -99,     653,     -99,  0.1864,     -99,   130.6,     -99,    7923,     -99,    6784,     -99,    3.65,     -99,   0.154,     -99,     -99,     -99,      22,     -99,     147,     -99,     125,     -99,     1.8,     -99,    6755,     -99,     147,     -99,   27.91,     -99,      18,     -99
7,USMZ8001,SN,1,1,MZ,93,     -99,     -99,     -99,     -99,     -99,     185,     -99,    4059,     -99,     -99,     -99,    1673,     -99,  0.2427,     -99,   334.5,     -99,   13434,     -99,    9458,     -99,    4.64,     -99,   0.302,     -99,     -99,     -99,      72,     -99,     173,     -99,     101,     -99,     1.8,     -99,    8824,     -99,     175,     -99,   27.75,     -99,      14,     -99
8,USMZ8001,SN,1,1,MZ,83,     -99,     -99,     -99,     -99,     -99,     119,     -99,     706,     -99,     -99,     -99,     998,     -99,  0.0707,     -99,   199.6,     -99,    5020,     -99,    4357,     -99,    1.50,     -99,   0.141,     -99,     -99,     -99,      13,     -99,      71,     -99,      58,     -99,     1.8,     -99,    3151,     -99,      68,     -99,   25.30,     -99,      15,     -99
9,USMZ8001,SN,1,1,MZ,88,     -99,     -99,     -99,     -99,     -99,     108,     -99,     116,     -99,     -99,     -99,     531,     -99,  0.0219,     -99,   106.2,     -99,    7861,     -99,    7825,     -99,    4.55,     -99,   0.015,     -99,     -99,     -99,       2,     -99,     165,     -99,     163,     -99,     1.9,     -99,    7995,     -99,     166,     -99,   26.93,     -99,      12,     -99
10,USMZ8001,SN,1,1,MZ,113,     -99,     -99,     -99,     -99,     -99,     171,     -99,    3072,     -99,     -99,     -99,    1977,     -99,  0.1553,     -99,   395.5,     -99,   14404,     -99,   11415,     -99,    4.40,     -99,   0.213,     -99,     -99,     -99,      53,     -99,     168,     -99,     115,     -99,     1.7,     -99,    8216,     -99,     164,     -99,   27.61,     -99,      30,     -99
11,USMZ8001,SN,1,1,MZ,91,     -99,     -99,     -99,     -99,     -99,     150,     -99,    1194,     -99,     -99,     -99,     553,     -99,  0.2160,     -99,   110.6,     -99,    4780,     -99,    3633,     -99,    2.13,     -99,   0.250,     -99,     -99,     -99,      21,     -99,      85,     -99,      64,     -99,     1.8,     -99,    3587,     -99,      85,     -99,   26.28,     -99,      17,     -99
12,USMZ8001,SN,1,1,MZ,77,     -99,     -99,     -99,     -99,     -99,     157,     -99,     686,     -99,     -99,     -99,     209,     -99,  0.3279,     -99,    51.0,     -99,    3291,     -99,    2652,     -99,    1.70,     -99,   0.208,     -99,     -99,     -99,      12,     -99,      73,     -99,      58,     -99,     1.7,     -99,    2748,     -99,      73,     -99,   27.36,     -99,       8,     -99
13,USMZ8001,SN,1,1,MZ,94,     -99,     -99,     -99,     -99,     -99,     169,     -99,    1339,     -99,     -99,     -99,     675,     -99,  0.1983,     -99,   135.0,     -99,    6012,     -99,    4736,     -99,    3.03,     -99,   0.223,     -99,     -99,     -99,      24,     -99,     107,     -99,      83,     -99,     1.8,     -99,    4765,     -99,     107,     -99,   26.64,     -99,      18,     -99
14,USMZ8001,SN,1,1,MZ,83,     -99,     -99,     -99,     -99,     -99,     174,     -99,    3766,     -99,     -99,     -99,    1506,     -99,  0.2500,     -99,   301.2,     -99,    9591,     -99,    5888,     -99,    3.32,     -99,   0.393,     -99,     -99,     -99,      66,     -99,     122,     -99,      56,     -99,     1.8,     -99,    4610,     -99,     122,     -99,   26.89,     -99,      10,     -99
