RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     108,     -99,    4114,     -99,     -99,     -99,    1779,     -99,  0.2312,     -99,   355.8,     -99,   14771,     -99,   10743,     -99,    4.59,     -99,   0.278,     -99,     -99,     -99,      67,     -99,     148,     -99,      81,     -99,     1.6,     -99,    9037,     -99,     143,     -99,   27.65,     -99,       5,     -99
2,USMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     106,     -99,    3772,     -99,     -99,     -99,    1729,     -99,  0.2181,     -99,   345.9,     -99,   11760,     -99,    8052,     -99,    2.69,     -99,   0.321,     -99,     -99,     -99,      66,     -99,     121,     -99,      55,     -99,     1.8,     -99,    6293,     -99,     122,     -99,   28.40,     -99,       5,     -99
3,USMZ8001,SN,1,1,MZ,56,     -99,     -99,     -99,     -99,     -99,     106,     -99,    3494,     -99,     -99,     -99,    1560,     -99,  0.2239,     -99,   312.1,     -99,   10008,     -99,    6570,     -99,    2.13,     -99,   0.349,     -99,     -99,     -99,      61,     -99,     107,     -99,      46,     -99,     1.7,     -99,    4996,     -99,     105,     -99,   27.63,     -99,       5,     -99
4,USMZ8001,SN,1,1,MZ,56,     -99,     -99,     -99,     -99,     -99,     105,     -99,    4112,     -99,     -99,     -99,    1985,     -99,  0.2071,     -99,   397.0,     -99,   10965,     -99,    6911,     -99,    2.00,     -99,   0.375,     -99,     -99,     -99,      72,     -99,     118,     -99,      46,     -99,     1.8,     -99,    4738,     -99,      99,     -99,   28.70,     -99,       5,     -99
5,USMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     106,     -99,    3989,     -99,     -99,     -99,    1779,     -99,  0.2242,     -99,   355.7,     -99,   14237,     -99,   10331,     -99,    4.16,     -99,   0.280,     -99,     -99,     -99,      66,     -99,     140,     -99,      73,     -99,     1.7,     -99,    8622,     -99,     134,     -99,   28.40,     -99,       5,     -99
6,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     107,     -99,    3659,     -99,     -99,     -99,    1668,     -99,  0.2194,     -99,   333.5,     -99,   13637,     -99,   10064,     -99,    4.36,     -99,   0.268,     -99,     -99,     -99,      59,     -99,     136,     -99,      78,     -99,     1.6,     -99,    8439,     -99,     131,     -99,   28.18,     -99,       5,     -99
7,USMZ8001,SN,1,1,MZ,55,     -99,     -99,     -99,     -99,     -99,     102,     -99,    3246,     -99,     -99,     -99,    1581,     -99,  0.2053,     -99,   316.2,     -99,    9370,     -99,    6189,     -99,    2.82,     -99,   0.346,     -99,     -99,     -99,      57,     -99,     105,     -99,      47,     -99,     1.8,     -99,    4804,     -99,     106,     -99,   28.78,     -99,       5,     -99
8,USMZ8001,SN,1,1,MZ,56,     -99,     -99,     -99,     -99,     -99,     105,     -99,    4827,     -99,     -99,     -99,    2185,     -99,  0.2209,     -99,   437.1,     -99,   15286,     -99,   10538,     -99,    4.23,     -99,   0.316,     -99,     -99,     -99,      79,     -99,     143,     -99,      65,     -99,     1.6,     -99,    8221,     -99,     138,     -99,   27.87,     -99,       5,     -99
9,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     108,     -99,    3473,     -99,     -99,     -99,    1557,     -99,  0.2230,     -99,   311.4,     -99,   14015,     -99,   10632,     -99,    4.60,     -99,   0.248,     -99,     -99,     -99,      59,     -99,     147,     -99,      88,     -99,     1.7,     -99,    9270,     -99,     146,     -99,   28.64,     -99,       5,     -99
10,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     107,     -99,    4438,     -99,     -99,     -99,    2163,     -99,  0.2052,     -99,   432.5,     -99,   14810,     -99,   10454,     -99,    4.46,     -99,   0.300,     -99,     -99,     -99,      70,     -99,     143,     -99,      73,     -99,     1.6,     -99,    8448,     -99,     135,     -99,   27.63,     -99,       5,     -99
