RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,60,     -99,     -99,     -99,     -99,     -99,     112,     -99,    4020,     -99,     -99,     -99,    1677,     -99,  0.2397,     -99,   335.4,     -99,   14173,     -99,   10237,     -99,    4.32,     -99,   0.284,     -99,     -99,     -99,      63,     -99,     138,     -99,      75,     -99,     1.6,     -99,    8614,     -99,     126,     -99,   27.76,     -99,       5,     -99
2,USMZ8001,SN,1,1,MZ,61,     -99,     -99,     -99,     -99,     -99,     115,     -99,    4713,     -99,     -99,     -99,    1870,     -99,  0.2520,     -99,   374.0,     -99,   13997,     -99,    9360,     -99,    3.92,     -99,   0.337,     -99,     -99,     -99,      70,     -99,     128,     -99,      59,     -99,     1.5,     -99,    7484,     -99,     116,     -99,   27.86,     -99,       5,     -99
3,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     110,     -99,    4334,     -99,     -99,     -99,    1810,     -99,  0.2394,     -99,   362.0,     -99,   13982,     -99,    9731,     -99,    4.23,     -99,   0.310,     -99,     -99,     -99,      65,     -99,     131,     -99,      66,     -99,     1.5,     -99,    7928,     -99,     120,     -99,   28.10,     -99,       5,     -99
4,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     109,     -99,    4744,     -99,     -99,     -99,    2044,     -99,  0.2321,     -99,   408.9,     -99,   12844,     -99,    8164,     -99,    2.79,     -99,   0.369,     -99,     -99,     -99,      81,     -99,     127,     -99,      46,     -99,     1.7,     -99,    5956,     -99,     120,     -99,   27.61,     -99,       5,     -99
5,USMZ8001,SN,1,1,MZ,61,     -99,     -99,     -99,     -99,     -99,     113,     -99,    3100,     -99,     -99,     -99,    1261,     -99,  0.2459,     -99,   252.1,     -99,   12038,     -99,    9019,     -99,    4.35,     -99,   0.257,     -99,     -99,     -99,      53,     -99,     128,     -99,      75,     -99,     1.7,     -99,    8031,     -99,     137,     -99,   27.56,     -99,       5,     -99
6,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     110,     -99,    4223,     -99,     -99,     -99,    1821,     -99,  0.2319,     -99,   364.1,     -99,   14487,     -99,   10346,     -99,    4.52,     -99,   0.291,     -99,     -99,     -99,      73,     -99,     152,     -99,      79,     -99,     1.7,     -99,    8565,     -99,     147,     -99,   27.88,     -99,       5,     -99
7,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     110,     -99,    4193,     -99,     -99,     -99,    1758,     -99,  0.2386,     -99,   351.5,     -99,   13696,     -99,    9576,     -99,    4.16,     -99,   0.306,     -99,     -99,     -99,      73,     -99,     144,     -99,      71,     -99,     1.7,     -99,    7834,     -99,     151,     -99,   28.06,     -99,       5,     -99
8,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     108,     -99,    3744,     -99,     -99,     -99,    1630,     -99,  0.2297,     -99,   326.1,     -99,   13464,     -99,    9802,     -99,    4.41,     -99,   0.278,     -99,     -99,     -99,      65,     -99,     138,     -99,      73,     -99,     1.7,     -99,    8290,     -99,     136,     -99,   28.05,     -99,       5,     -99
9,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     109,     -99,    3604,     -99,     -99,     -99,    1546,     -99,  0.2331,     -99,   309.2,     -99,   13578,     -99,   10055,     -99,    4.45,     -99,   0.265,     -99,     -99,     -99,      62,     -99,     145,     -99,      83,     -99,     1.7,     -99,    8656,     -99,     146,     -99,   27.90,     -99,       5,     -99
10,USMZ8001,SN,1,1,MZ,60,     -99,     -99,     -99,     -99,     -99,     110,     -99,    5078,     -99,     -99,     -99,    2268,     -99,  0.2240,     -99,   453.5,     -99,   15358,     -99,   10360,     -99,    4.12,     -99,   0.331,     -99,     -99,     -99,      74,     -99,     136,     -99,      62,     -99,     1.5,     -99,    7931,     -99,     122,     -99,   27.78,     -99,       5,     -99
