RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,GHMZ8001,SN,1,1,MZ,61,     -99,     -99,     -99,     -99,     -99,     112,     -99,    4781,     -99,     -99,     -99,    1994,     -99,  0.2398,     -99,   398.7,     -99,   15602,     -99,   10906,     -99,    4.47,     -99,   0.306,     -99,     -99,     -99,      76,     -99,     150,     -99,      74,     -99,     1.6,     -99,    8905,     -99,     139,     -99,   27.61,     -99,       5,     -99
2,GHMZ8001,SN,1,1,MZ,61,     -99,     -99,     -99,     -99,     -99,     111,     -99,    5463,     -99,     -99,     -99,    2368,     -99,  0.2307,     -99,   473.7,     -99,   15162,     -99,    9776,     -99,    3.80,     -99,   0.360,     -99,     -99,     -99,      86,     -99,     142,     -99,      55,     -99,     1.6,     -99,    7293,     -99,     128,     -99,   27.86,     -99,       5,     -99
3,GHMZ8001,SN,1,1,MZ,62,     -99,     -99,     -99,     -99,     -99,     112,     -99,    3975,     -99,     -99,     -99,    1715,     -99,  0.2318,     -99,   342.9,     -99,   13907,     -99,   10015,     -99,    4.11,     -99,   0.286,     -99,     -99,     -99,      59,     -99,     129,     -99,      70,     -99,     1.5,     -99,    8187,     -99,     117,     -99,   27.73,     -99,       5,     -99
4,GHMZ8001,SN,1,1,MZ,61,     -99,     -99,     -99,     -99,     -99,     111,     -99,    6111,     -99,     -99,     -99,    2644,     -99,  0.2312,     -99,   528.7,     -99,   17069,     -99,   11039,     -99,    4.26,     -99,   0.358,     -99,     -99,     -99,      93,     -99,     152,     -99,      59,     -99,     1.5,     -99,    8230,     -99,     137,     -99,   27.62,     -99,       5,     -99
5,GHMZ8001,SN,1,1,MZ,61,     -99,     -99,     -99,     -99,     -99,     112,     -99,    4823,     -99,     -99,     -99,    2130,     -99,  0.2265,     -99,   425.9,     -99,   15920,     -99,   11184,     -99,    4.36,     -99,   0.303,     -99,     -99,     -99,      75,     -99,     146,     -99,      72,     -99,     1.5,     -99,    8748,     -99,     134,     -99,   27.92,     -99,       5,     -99
6,GHMZ8001,SN,1,1,MZ,61,     -99,     -99,     -99,     -99,     -99,     111,     -99,    3673,     -99,     -99,     -99,    1634,     -99,  0.2247,     -99,   326.9,     -99,   13391,     -99,    9794,     -99,    3.82,     -99,   0.274,     -99,     -99,     -99,      53,     -99,     123,     -99,      70,     -99,     1.5,     -99,    7952,     -99,     111,     -99,   27.47,     -99,       6,     -99
7,GHMZ8001,SN,1,1,MZ,61,     -99,     -99,     -99,     -99,     -99,     111,     -99,    4744,     -99,     -99,     -99,    2116,     -99,  0.2242,     -99,   423.2,     -99,   14822,     -99,   10157,     -99,    4.03,     -99,   0.320,     -99,     -99,     -99,      82,     -99,     146,     -99,      64,     -99,     1.7,     -99,    7941,     -99,     140,     -99,   27.69,     -99,       6,     -99
8,GHMZ8001,SN,1,1,MZ,60,     -99,     -99,     -99,     -99,     -99,     110,     -99,    4138,     -99,     -99,     -99,    1860,     -99,  0.2225,     -99,   372.0,     -99,   15024,     -99,   10975,     -99,    4.54,     -99,   0.275,     -99,     -99,     -99,      72,     -99,     151,     -99,      79,     -99,     1.7,     -99,    8968,     -99,     144,     -99,   27.92,     -99,       5,     -99
9,GHMZ8001,SN,1,1,MZ,62,     -99,     -99,     -99,     -99,     -99,     111,     -99,    3822,     -99,     -99,     -99,    1695,     -99,  0.2255,     -99,   338.9,     -99,   14262,     -99,   10526,     -99,    4.36,     -99,   0.268,     -99,     -99,     -99,      66,     -99,     145,     -99,      79,     -99,     1.7,     -99,    8949,     -99,     138,     -99,   27.76,     -99,       5,     -99
10,GHMZ8001,SN,1,1,MZ,62,     -99,     -99,     -99,     -99,     -99,     111,     -99,    3534,     -99,     -99,     -99,    1579,     -99,  0.2238,     -99,   315.9,     -99,   12243,     -99,    8781,     -99,    3.37,     -99,   0.289,     -99,     -99,     -99,      45,     -99,     100,     -99,      54,     -99,     1.3,     -99,    6747,     -99,      87,     -99,   27.92,     -99,       5,     -99
