RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,60,     -99,     -99,     -99,     -99,     -99,     112,     -99,    4229,     -99,     -99,     -99,    1765,     -99,  0.2395,     -99,   353.0,     -99,   14643,     -99,   10500,     -99,    4.46,     -99,   0.289,     -99,     -99,     -99,      67,     -99,     143,     -99,      76,     -99,     1.6,     -99,    8821,     -99,     133,     -99,   27.76,     -99,       5,     -99
2,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     111,     -99,    4751,     -99,     -99,     -99,    1984,     -99,  0.2394,     -99,   396.9,     -99,   14853,     -99,   10182,     -99,    4.10,     -99,   0.320,     -99,     -99,     -99,      69,     -99,     134,     -99,      65,     -99,     1.5,     -99,    8109,     -99,     124,     -99,   28.24,     -99,       5,     -99
3,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     111,     -99,    4019,     -99,     -99,     -99,    1678,     -99,  0.2394,     -99,   335.7,     -99,   13408,     -99,    9469,     -99,    4.01,     -99,   0.300,     -99,     -99,     -99,      61,     -99,     126,     -99,      65,     -99,     1.5,     -99,    7795,     -99,     116,     -99,   28.06,     -99,       5,     -99
4,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     109,     -99,    5239,     -99,     -99,     -99,    2194,     -99,  0.2388,     -99,   438.8,     -99,   14283,     -99,    9112,     -99,    3.29,     -99,   0.367,     -99,     -99,     -99,      87,     -99,     136,     -99,      49,     -99,     1.7,     -99,    6979,     -99,     130,     -99,   28.22,     -99,       5,     -99
5,USMZ8001,SN,1,1,MZ,60,     -99,     -99,     -99,     -99,     -99,     112,     -99,    4264,     -99,     -99,     -99,    1832,     -99,  0.2328,     -99,   366.4,     -99,   15107,     -99,   10931,     -99,    4.46,     -99,   0.282,     -99,     -99,     -99,      72,     -99,     151,     -99,      79,     -99,     1.7,     -99,    8965,     -99,     142,     -99,   28.57,     -99,       5,     -99
6,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     110,     -99,    4307,     -99,     -99,     -99,    1856,     -99,  0.2320,     -99,   371.2,     -99,   14755,     -99,   10532,     -99,    4.64,     -99,   0.292,     -99,     -99,     -99,      74,     -99,     156,     -99,      82,     -99,     1.7,     -99,    8707,     -99,     151,     -99,   27.95,     -99,       5,     -99
7,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     110,     -99,    4531,     -99,     -99,     -99,    1899,     -99,  0.2386,     -99,   379.8,     -99,   14474,     -99,   10019,     -99,    4.49,     -99,   0.313,     -99,     -99,     -99,      78,     -99,     154,     -99,      76,     -99,     1.7,     -99,    8094,     -99,     155,     -99,   28.03,     -99,       5,     -99
8,USMZ8001,SN,1,1,MZ,60,     -99,     -99,     -99,     -99,     -99,     110,     -99,    4854,     -99,     -99,     -99,    2156,     -99,  0.2252,     -99,   431.2,     -99,   15927,     -99,   11161,     -99,    4.56,     -99,   0.305,     -99,     -99,     -99,      81,     -99,     156,     -99,      75,     -99,     1.7,     -99,    8937,     -99,     148,     -99,   28.90,     -99,       5,     -99
9,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     109,     -99,    3622,     -99,     -99,     -99,    1554,     -99,  0.2331,     -99,   310.8,     -99,   13614,     -99,   10072,     -99,    4.47,     -99,   0.266,     -99,     -99,     -99,      63,     -99,     146,     -99,      83,     -99,     1.7,     -99,    8661,     -99,     147,     -99,   27.90,     -99,       5,     -99
10,USMZ8001,SN,1,1,MZ,60,     -99,     -99,     -99,     -99,     -99,     110,     -99,    4185,     -99,     -99,     -99,    1882,     -99,  0.2224,     -99,   376.4,     -99,   14545,     -99,   10443,     -99,    4.27,     -99,   0.288,     -99,     -99,     -99,      64,     -99,     139,     -99,      75,     -99,     1.5,     -99,    8460,     -99,     128,     -99,   28.23,     -99,       5,     -99
