RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,63,     -99,     -99,     -99,     -99,     -99,     117,     -99,    4445,     -99,     -99,     -99,    1807,     -99,  0.2460,     -99,   361.4,     -99,   14800,     -99,   10435,     -99,    4.26,     -99,   0.300,     -99,     -99,     -99,      66,     -99,     136,     -99,      70,     -99,     1.5,     -99,    8477,     -99,     129,     -99,   26.75,     -99,       6,     -99
2,USMZ8001,SN,1,1,MZ,63,     -99,     -99,     -99,     -99,     -99,     115,     -99,    4840,     -99,     -99,     -99,    2068,     -99,  0.2341,     -99,   413.5,     -99,   15770,     -99,   11014,     -99,    4.29,     -99,   0.307,     -99,     -99,     -99,      70,     -99,     140,     -99,      70,     -99,     1.4,     -99,    8579,     -99,     131,     -99,   27.68,     -99,       6,     -99
3,USMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     116,     -99,    4586,     -99,     -99,     -99,    1916,     -99,  0.2393,     -99,   383.3,     -99,   14652,     -99,   10148,     -99,    4.15,     -99,   0.313,     -99,     -99,     -99,      68,     -99,     133,     -99,      65,     -99,     1.5,     -99,    8234,     -99,     127,     -99,   28.03,     -99,       6,     -99
4,USMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     116,     -99,    5085,     -99,     -99,     -99,    2067,     -99,  0.2460,     -99,   413.4,     -99,   16137,     -99,   11139,     -99,    4.52,     -99,   0.315,     -99,     -99,     -99,      74,     -99,     145,     -99,      71,     -99,     1.5,     -99,    9038,     -99,     136,     -99,   27.53,     -99,       6,     -99
5,USMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     116,     -99,    4694,     -99,     -99,     -99,    1955,     -99,  0.2401,     -99,   391.0,     -99,   15400,     -99,   10790,     -99,    4.42,     -99,   0.305,     -99,     -99,     -99,      67,     -99,     136,     -99,      69,     -99,     1.4,     -99,    8718,     -99,     130,     -99,   27.99,     -99,       6,     -99
6,USMZ8001,SN,1,1,MZ,63,     -99,     -99,     -99,     -99,     -99,     114,     -99,    4196,     -99,     -99,     -99,    1799,     -99,  0.2333,     -99,   359.8,     -99,   14296,     -99,   10182,     -99,    4.18,     -99,   0.293,     -99,     -99,     -99,      66,     -99,     136,     -99,      70,     -99,     1.6,     -99,    8238,     -99,     130,     -99,   27.54,     -99,       6,     -99
7,USMZ8001,SN,1,1,MZ,63,     -99,     -99,     -99,     -99,     -99,     115,     -99,    4417,     -99,     -99,     -99,    1841,     -99,  0.2399,     -99,   368.2,     -99,   14632,     -99,   10297,     -99,    4.15,     -99,   0.302,     -99,     -99,     -99,      72,     -99,     143,     -99,      71,     -99,     1.6,     -99,    8488,     -99,     134,     -99,   27.88,     -99,       6,     -99
8,USMZ8001,SN,1,1,MZ,62,     -99,     -99,     -99,     -99,     -99,     114,     -99,    4755,     -99,     -99,     -99,    1981,     -99,  0.2400,     -99,   396.3,     -99,   15203,     -99,   10531,     -99,    4.40,     -99,   0.313,     -99,     -99,     -99,      74,     -99,     142,     -99,      68,     -99,     1.6,     -99,    8545,     -99,     135,     -99,   27.40,     -99,       5,     -99
9,USMZ8001,SN,1,1,MZ,62,     -99,     -99,     -99,     -99,     -99,     114,     -99,    4663,     -99,     -99,     -99,    1946,     -99,  0.2396,     -99,   389.2,     -99,   15220,     -99,   10642,     -99,    4.32,     -99,   0.306,     -99,     -99,     -99,      70,     -99,     137,     -99,      67,     -99,     1.5,     -99,    8488,     -99,     131,     -99,   27.50,     -99,       5,     -99
10,USMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     114,     -99,    4789,     -99,     -99,     -99,    2070,     -99,  0.2313,     -99,   414.0,     -99,   15083,     -99,   10378,     -99,    4.32,     -99,   0.318,     -99,     -99,     -99,      73,     -99,     138,     -99,      65,     -99,     1.5,     -99,    8247,     -99,     132,     -99,   28.34,     -99,       5,     -99
