RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,95,     -99,     -99,     -99,     -99,     -99,     175,     -99,     324,     -99,     -99,     -99,     228,     -99,  0.1424,     -99,    54.4,     -99,    1291,     -99,     995,     -99,    0.99,     -99,   0.251,     -99,     -99,     -99,       6,     -99,      30,     -99,      23,     -99,     1.8,     -99,    1110,     -99,      30,     -99,   28.03,     -99,      13,     -99
2,USMZ8001,SN,1,1,MZ,99,     -99,     -99,     -99,     -99,     -99,     163,     -99,     371,     -99,     -99,     -99,     218,     -99,  0.1699,     -99,    52.7,     -99,    1696,     -99,    1363,     -99,    1.43,     -99,   0.219,     -99,     -99,     -99,       7,     -99,      41,     -99,      33,     -99,     1.8,     -99,    1477,     -99,      41,     -99,   28.52,     -99,      22,     -99
3,USMZ8001,SN,1,1,MZ,-99,     -99,     -99,     -99,     -99,     -99,      51,     -99,       0,     -99,     -99,     -99,       0,     -99,  0.0000,     -99,     0.0,     -99,     114,     -99,     116,     -99,    0.19,     -99,   0.000,     -99,     -99,     -99,       0,     -99,       4,     -99,       4,     -99,     0.0,     -99,       0,     -99,       0,     -99,   16.74,     -99,      15,     -99
4,USMZ8001,SN,1,1,MZ,-99,     -99,     -99,     -99,     -99,     -99,      81,     -99,       0,     -99,     -99,     -99,       0,     -99,  0.0000,     -99,     0.0,     -99,     342,     -99,     344,     -99,    0.38,     -99,   0.000,     -99,     -99,     -99,       0,     -99,      13,     -99,      13,     -99,     0.0,     -99,       0,     -99,       0,     -99,   27.85,     -99,      11,     -99
5,USMZ8001,SN,1,1,MZ,85,     -99,     -99,     -99,     -99,     -99,     177,     -99,     412,     -99,     -99,     -99,     276,     -99,  0.1493,     -99,    62.9,     -99,    1135,     -99,     742,     -99,    0.76,     -99,   0.363,     -99,     -99,     -99,       7,     -99,      23,     -99,      14,     -99,     1.7,     -99,     705,     -99,      23,     -99,   26.48,     -99,       9,     -99
6,USMZ8001,SN,1,1,MZ,90,     -99,     -99,     -99,     -99,     -99,     125,     -99,     195,     -99,     -99,     -99,     209,     -99,  0.0934,     -99,    51.0,     -99,    1474,     -99,    1312,     -99,    1.23,     -99,   0.133,     -99,     -99,     -99,       3,     -99,      48,     -99,      44,     -99,     1.8,     -99,    1557,     -99,      48,     -99,   28.25,     -99,      16,     -99
7,USMZ8001,SN,1,1,MZ,96,     -99,     -99,     -99,     -99,     -99,     114,     -99,       0,     -99,     -99,     -99,     209,     -99,  0.0000,     -99,    51.0,     -99,     684,     -99,     705,     -99,    0.70,     -99,   0.000,     -99,     -99,     -99,       0,     -99,      20,     -99,      20,     -99,     0.0,     -99,     805,     -99,      20,     -99,   27.71,     -99,      17,     -99
8,USMZ8001,SN,1,1,MZ,87,     -99,     -99,     -99,     -99,     -99,     162,     -99,     262,     -99,     -99,     -99,     241,     -99,  0.1088,     -99,    56.7,     -99,    1146,     -99,     909,     -99,    0.85,     -99,   0.229,     -99,     -99,     -99,       5,     -99,      28,     -99,      22,     -99,     1.8,     -99,    1077,     -99,      28,     -99,   26.71,     -99,      10,     -99
9,USMZ8001,SN,1,1,MZ,80,     -99,     -99,     -99,     -99,     -99,      98,     -99,       0,     -99,     -99,     -99,     250,     -99,  0.0000,     -99,    58.2,     -99,    1096,     -99,    1123,     -99,    0.95,     -99,   0.000,     -99,     -99,     -99,       0,     -99,      30,     -99,      30,     -99,     0.0,     -99,    1197,     -99,      30,     -99,   25.89,     -99,      10,     -99
10,USMZ8001,SN,1,1,MZ,93,     -99,     -99,     -99,     -99,     -99,     150,     -99,     645,     -99,     -99,     -99,     467,     -99,  0.1379,     -99,    93.5,     -99,    1909,     -99,    1296,     -99,    1.39,     -99,   0.338,     -99,     -99,     -99,      11,     -99,      39,     -99,      28,     -99,     1.8,     -99,    1231,     -99,      39,     -99,   27.11,     -99,      18,     -99
