RUNNO,TRNO,R#,O#,P#,CR,MODEL,EXNAME,TNAM,FNAM,WSTA,WYEAR,SOIL_ID,LAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,EYLDH,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST
1,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2010,US02549897,         41.000,        -89.000,      -99,2010032,2010105,2010120,2010199,2010264,2010264,2010,-99,20661,7730,7730,0,11740,.2878242,2686,537.1451,.3741376,4.978239,-99.00000,-99,-99,-99,-99,-99,0,0,717,726,452,275,28,0,37,3,200,0,238,0,12,41,176,118,.3980122,-99,-99,-99,-99,-99,-99,-99,-99,250,28530,28528,0,0,205543,205509,.000000,.3714327E-01,35.40318,33.06007,45.75035,-99.00000,13.24538,12.36875,17.11656,-99.00000,103.3065,86.81215,38.65000,32.47899,159,25.91761,15.33962,20.52390,14.01913,389.7961,583.5999,624.9622,176.0767,451.6095,1,
2,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2011,US02549897,         41.000,        -89.000,      -99,2011032,2011105,2011128,2011204,2011279,2011279,2011,-99,21229,8745,8745,0,12519,.3260930,2682,536.3757,.4119639,5.034036,-99.00000,-99,-99,-99,-99,-99,0,0,814,785,486,299,42,0,62,3,200,0,240,0,17,50,177,125,.6154718,-99,-99,-99,-99,-99,-99,-99,-99,250,28522,28520,0,0,205476,205443,.000000,.4626517E-02,32.20358,30.89824,43.71700,-99.00000,13.26608,12.72835,18.00897,-99.00000,106.1430,88.45249,43.72500,36.43750,174,24.90345,13.94425,18.98219,13.81591,391.6538,659.2000,687.0489,204.1328,485.5914,1,
3,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2012,US02549897,         41.000,        -89.000,      -99,2012032,2012107,2012123,2012190,2012243,2012243,2012,-99,4943,620,620,0,814,.1833275,338,73.23980,.1255114,2.694222,-99.00000,-99,-99,-99,-99,-99,0,0,435,475,200,275,16,0,18,3,200,0,145,0,88,24,106,11,.3956981,-99,-99,-99,-99,-99,-99,-99,-99,250,28533,28530,0,0,205168,205119,.000000,.000000,14.74331,13.07753,24.75077,-99.00000,1.849090,1.640170,3.104214,-99.00000,24.71716,34.09264,3.100000,4.275862,136,29.21691,15.34044,22.41250,14.26699,393.8082,335.3000,378.0096,180.4628,199.7285,1,
4,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2013,US02549897,         41.000,        -89.000,      -99,2013032,2013120,2013131,2013212,2013283,2013283,2013,-99,19093,6025,6025,0,10402,.2319994,2597,519.3660,.3155458,4.807144,-99.00000,-99,-99,-99,-99,-99,0,0,743,663,379,285,62,2,90,3,200,0,232,0,22,46,174,104,.4619593,-99,-99,-99,-99,-99,-99,-99,-99,250,28526,28524,0,0,205636,205595,.000000,.1272584E-03,43.02100,34.83252,50.41346,-99.00000,13.57593,10.99193,15.90873,-99.00000,95.46363,82.29623,30.12500,25.96983,163,26.01104,14.83190,19.66564,13.79076,396.6532,443.8001,548.1293,171.4093,378.7228,1,
5,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2014,US02549897,         41.000,        -89.000,      -99,2014032,2014112,2014127,2014206,2014291,2014291,2014,-99,22344,9357,9357,0,14400,.3483032,2687,537.3185,.4187877,4.723231,-99.00000,-99,-99,-99,-99,-99,0,0,858,751,469,282,73,0,108,3,200,0,241,0,12,44,169,127,.4416870,-99,-99,-99,-99,-99,-99,-99,-99,250,28533,28531,0,0,205611,205578,.000000,.2307282E-02,32.89301,34.25771,47.69021,-99.00000,13.77447,14.34596,19.97104,-99.00000,111.7211,92.71461,46.78500,38.82573,179,24.27765,13.39944,18.87988,13.65299,398.7274,679.3000,652.2393,184.2007,468.5285,1,
6,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2015,US02549897,         41.000,        -89.000,      -99,2015032,2015105,2015123,2015204,2015279,2015279,2015,-99,23269,10184,10184,0,15005,.3335141,3054,610.7310,.4376755,4.790519,-99.00000,-99,-99,-99,-99,-99,0,0,821,733,460,273,45,0,117,3,200,0,245,0,15,52,184,137,.3014554,-99,-99,-99,-99,-99,-99,-99,-99,250,28519,28518,0,0,205316,205284,.000000,.1444727,33.80681,36.48794,50.57555,-99.00000,14.79587,15.96930,22.13487,-99.00000,116.3461,94.97643,50.92000,41.56735,174,24.75173,13.84828,18.97816,13.81591,400.8395,688.3000,637.7238,179.4179,460.0885,1,
7,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2016,US02549897,         41.000,        -89.000,      -99,2016032,2016108,2016120,2016203,2016266,2016266,2016,-99,20889,8509,8509,0,12630,.2936563,2898,579.5425,.4073651,4.821934,-99.00000,-99,-99,-99,-99,-99,0,0,822,740,451,289,62,0,94,3,200,0,236,0,12,39,169,120,.3019961,-99,-99,-99,-99,-99,-99,-99,-99,250,28533,28531,0,0,205460,205425,.000000,.1148100E-02,30.85020,33.28970,46.31781,-99.00000,12.56683,13.56056,18.86756,-99.00000,104.4434,88.51133,42.54500,36.05508,158,25.63671,15.58671,20.47279,14.00985,404.1167,677.1000,627.4815,178.3649,450.9857,1,
8,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2017,US02549897,         41.000,        -89.000,      -99,2017032,2017105,2017118,2017203,2017275,2017275,2017,-99,21337,8195,8195,0,13453,.2686011,3051,610.2092,.3840730,4.874510,-99.00000,-99,-99,-99,-99,-99,0,0,712,718,414,304,50,0,18,3,200,0,236,0,13,40,171,119,.2680466,-99,-99,-99,-99,-99,-99,-99,-99,250,28535,28532,0,0,205649,205609,.000000,.000000,41.13641,35.52699,51.56726,-99.00000,15.79911,13.64472,19.80525,-99.00000,106.6873,90.41296,40.97500,34.72458,170,25.52589,13.82941,20.79647,13.87261,406.4445,518.7000,600.5986,187.1213,413.7792,1,
9,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2018,US02549897,         41.000,        -89.000,      -99,2018032,2018116,2018125,2018197,2018258,2018258,2018,-99,21352,7570,7570,0,12474,.2593696,2919,583.7177,.3545232,4.931662,-99.00000,-99,-99,-99,-99,-99,0,0,757,702,427,274,53,0,76,3,200,0,239,0,13,43,181,120,.2265667,-99,-99,-99,-99,-99,-99,-99,-99,250,28527,28525,0,0,205430,205395,.000000,.2586241E-01,39.78466,36.96353,49.96119,-99.00000,14.10471,13.10455,17.71256,-99.00000,106.7621,89.34071,37.85000,31.67364,142,27.87958,16.45704,20.67323,14.15275,408.4321,536.7000,577.6620,154.0277,427.3804,1,
10,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2019,US02549897,         41.000,        -89.000,      -99,2019032,2019111,2019127,2019204,2019273,2019273,2019,-99,23582,9672,9672,0,15258,.3120001,3100,620.0000,.4101450,4.824000,-99.00000,-99,-99,-99,-99,-99,0,0,1036,783,448,335,78,29,221,3,200,0,236,1,24,55,179,131,.8860058,-99,-99,-99,-99,-99,-99,-99,-99,250,28515,28513,0,0,205338,205305,.000000,.1783636E-01,29.27249,35.85946,52.66226,-99.00000,12.00596,14.70757,21.59915,-99.00000,117.9096,99.92336,48.36000,40.98305,162,25.35185,15.11358,19.15309,13.92610,411.3814,805.5999,657.6204,212.4686,447.7953,1,
11,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2020,US02549897,         41.000,        -89.000,      -99,2020032,2020116,2020135,2020206,2020285,2020285,2020,-99,19243,7511,7511,0,11925,.2826886,2657,531.4205,.3903493,4.030417,-99.00000,-99,-99,-99,-99,-99,0,0,748,689,358,331,82,0,52,3,200,0,233,0,14,38,181,128,.2300981,-99,-99,-99,-99,-99,-99,-99,-99,250,28527,28524,0,0,205257,205217,.000000,.000000,32.23213,33.11778,53.74399,-99.00000,12.58124,12.92694,20.97801,-99.00000,96.21290,82.58618,37.55500,32.23605,169,25.09112,14.02959,20.17751,13.75497,413.9534,596.9999,581.0347,224.4629,358.0415,1,
12,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2021,US02549897,         41.000,        -89.000,      -99,2021032,2021117,2021132,2021209,2021274,2021274,2021,-99,19945,6769,6769,0,11378,.2477139,2733,546.5482,.3394071,4.972624,-99.00000,-99,-99,-99,-99,-99,0,0,632,637,397,240,55,0,14,3,200,0,235,0,11,37,177,112,.2243288,-99,-99,-99,-99,-99,-99,-99,-99,250,28532,28530,0,0,205456,205420,.000000,.000000,37.32869,36.21587,50.18259,-99.00000,12.66891,12.29124,17.03137,-99.00000,99.72359,84.87115,33.84500,28.80425,157,26.53695,15.59746,19.74013,13.92875,416.0950,534.3000,550.7176,153.7298,397.4430,1,
13,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2022,US02549897,         41.000,        -89.000,      -99,2022032,2022117,2022131,2022203,2022268,2022268,2022,-99,18973,6624,6624,0,11425,.2266489,2923,584.5130,.3491253,4.644157,-99.00000,-99,-99,-99,-99,-99,0,0,668,700,387,313,13,0,30,3,200,0,233,0,13,36,168,110,.2797270,-99,-99,-99,-99,-99,-99,-99,-99,250,28534,28532,0,0,205507,205469,.000000,.000000,41.94788,33.85689,49.02567,-99.00000,14.64515,11.82036,17.11620,-99.00000,94.86513,81.42929,33.12000,28.42918,151,27.08411,15.26755,19.95629,14.01792,418.0822,452.3000,560.3889,174.7139,387.0019,1,
14,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2023,US02549897,         41.000,        -89.000,      -99,2023032,2023105,2023126,2023202,2023267,2023267,2023,-99,14941,5097,5097,0,8243,.2059003,2476,495.1152,.3411526,4.202595,-99.00000,-99,-99,-99,-99,-99,0,0,533,576,312,264,27,0,5,3,200,0,219,0,18,27,165,92,.2226487,-99,-99,-99,-99,-99,-99,-99,-99,250,28533,28530,0,0,205236,205188,.000000,.000000,41.57255,32.76842,47.90573,-99.00000,14.18197,11.17855,16.34246,-99.00000,74.70586,68.22453,25.48500,23.27397,162,26.59321,13.71173,20.73765,13.98065,420.7217,359.4000,455.9625,144.0762,311.8869,1,
