RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,85,     -99,     -99,     -99,     -99,     -99,     133,     -99,    2710,     -99,     -99,     -99,    1985,     -99,  0.1365,     -99,   397.0,     -99,   12081,     -99,    9450,     -99,    3.93,     -99,   0.224,     -99,     -99,     -99,      49,     -99,     163,     -99,     114,     -99,     1.8,     -99,    7423,     -99,     163,     -99,   27.34,     -99,      13,     -99
2,USMZ8001,SN,1,1,MZ,88,     -99,     -99,     -99,     -99,     -99,     141,     -99,    7482,     -99,     -99,     -99,    3100,     -99,  0.2414,     -99,   620.0,     -99,   21039,     -99,   13649,     -99,    5.11,     -99,   0.356,     -99,     -99,     -99,     119,     -99,     189,     -99,      70,     -99,     1.6,     -99,   10091,     -99,     187,     -99,   27.66,     -99,      10,     -99
3,USMZ8001,SN,1,1,MZ,80,     -99,     -99,     -99,     -99,     -99,     128,     -99,    1015,     -99,     -99,     -99,     730,     -99,  0.1391,     -99,   146.0,     -99,    3921,     -99,    2950,     -99,    1.68,     -99,   0.259,     -99,     -99,     -99,      18,     -99,      67,     -99,      49,     -99,     1.8,     -99,    2541,     -99,      67,     -99,   26.76,     -99,      13,     -99
4,USMZ8001,SN,1,1,MZ,90,     -99,     -99,     -99,     -99,     -99,     149,     -99,    8172,     -99,     -99,     -99,    3053,     -99,  0.2677,     -99,   610.5,     -99,   20969,     -99,   12881,     -99,    4.77,     -99,   0.390,     -99,     -99,     -99,     128,     -99,     189,     -99,      61,     -99,     1.6,     -99,    8994,     -99,     185,     -99,   26.04,     -99,      15,     -99
5,USMZ8001,SN,1,1,MZ,88,     -99,     -99,     -99,     -99,     -99,     151,     -99,    7600,     -99,     -99,     -99,    2841,     -99,  0.2676,     -99,   568.1,     -99,   21833,     -99,   14325,     -99,    5.00,     -99,   0.348,     -99,     -99,     -99,     120,     -99,     186,     -99,      67,     -99,     1.6,     -99,   10204,     -99,     187,     -99,   27.34,     -99,      12,     -99
6,USMZ8001,SN,1,1,MZ,81,     -99,     -99,     -99,     -99,     -99,     138,     -99,    8306,     -99,     -99,     -99,    3021,     -99,  0.2749,     -99,   604.2,     -99,   20627,     -99,   12403,     -99,    4.76,     -99,   0.403,     -99,     -99,     -99,     135,     -99,     196,     -99,      61,     -99,     1.6,     -99,    8953,     -99,     182,     -99,   25.68,     -99,      12,     -99
7,USMZ8001,SN,1,1,MZ,86,     -99,     -99,     -99,     -99,     -99,     140,     -99,    7339,     -99,     -99,     -99,    3007,     -99,  0.2441,     -99,   601.4,     -99,   20839,     -99,   13590,     -99,    4.96,     -99,   0.352,     -99,     -99,     -99,     118,     -99,     188,     -99,      71,     -99,     1.6,     -99,    9807,     -99,     185,     -99,   27.24,     -99,       8,     -99
8,USMZ8001,SN,1,1,MZ,87,     -99,     -99,     -99,     -99,     -99,     142,     -99,    6614,     -99,     -99,     -99,    3100,     -99,  0.2134,     -99,   620.0,     -99,   19339,     -99,   12810,     -99,    4.89,     -99,   0.342,     -99,     -99,     -99,     104,     -99,     172,     -99,      67,     -99,     1.6,     -99,    9460,     -99,     173,     -99,   26.85,     -99,      10,     -99
9,USMZ8001,SN,1,1,MZ,74,     -99,     -99,     -99,     -99,     -99,     129,     -99,    7868,     -99,     -99,     -99,    3100,     -99,  0.2538,     -99,   620.0,     -99,   21814,     -99,   14038,     -99,    5.12,     -99,   0.361,     -99,     -99,     -99,     123,     -99,     196,     -99,      72,     -99,     1.6,     -99,   10387,     -99,     195,     -99,   27.68,     -99,       9,     -99
10,USMZ8001,SN,1,1,MZ,85,     -99,     -99,     -99,     -99,     -99,     144,     -99,    8367,     -99,     -99,     -99,    3099,     -99,  0.2700,     -99,   619.9,     -99,   22187,     -99,   13910,     -99,    5.06,     -99,   0.377,     -99,     -99,     -99,     126,     -99,     193,     -99,      67,     -99,     1.5,     -99,    9974,     -99,     189,     -99,   26.90,     -99,      12,     -99
11,USMZ8001,SN,1,1,MZ,88,     -99,     -99,     -99,     -99,     -99,     148,     -99,    8196,     -99,     -99,     -99,    2906,     -99,  0.2820,     -99,   581.3,     -99,   21140,     -99,   13032,     -99,    4.87,     -99,   0.388,     -99,     -99,     -99,     121,     -99,     181,     -99,      61,     -99,     1.5,     -99,    9915,     -99,     184,     -99,   27.47,     -99,      11,     -99
12,USMZ8001,SN,1,1,MZ,91,     -99,     -99,     -99,     -99,     -99,     147,     -99,    6389,     -99,     -99,     -99,    2792,     -99,  0.2288,     -99,   558.5,     -99,   18914,     -99,   12610,     -99,    4.83,     -99,   0.338,     -99,     -99,     -99,     110,     -99,     179,     -99,      69,     -99,     1.7,     -99,    9207,     -99,     180,     -99,   26.66,     -99,      14,     -99
13,USMZ8001,SN,1,1,MZ,80,     -99,     -99,     -99,     -99,     -99,     134,     -99,    6148,     -99,     -99,     -99,    2530,     -99,  0.2430,     -99,   506.0,     -99,   16287,     -99,   10216,     -99,    3.65,     -99,   0.377,     -99,     -99,     -99,     106,     -99,     170,     -99,      64,     -99,     1.7,     -99,    7401,     -99,     156,     -99,   27.15,     -99,      10,     -99
14,USMZ8001,SN,1,1,MZ,91,     -99,     -99,     -99,     -99,     -99,     145,     -99,    5400,     -99,     -99,     -99,    2483,     -99,  0.2175,     -99,   496.5,     -99,   17008,     -99,   11691,     -99,    4.50,     -99,   0.317,     -99,     -99,     -99,      93,     -99,     166,     -99,      72,     -99,     1.7,     -99,    8690,     -99,     169,     -99,   27.52,     -99,      14,     -99
