RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     111,     -99,    4129,     -99,     -99,     -99,    1678,     -99,  0.2461,     -99,   335.6,     -99,   14456,     -99,   10412,     -99,    4.41,     -99,   0.286,     -99,     -99,     -99,      63,     -99,     136,     -99,      73,     -99,     1.5,     -99,    8833,     -99,     131,     -99,   27.12,     -99,       5,     -99
2,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     109,     -99,    4051,     -99,     -99,     -99,    1736,     -99,  0.2333,     -99,   347.3,     -99,   13560,     -99,    9581,     -99,    3.38,     -99,   0.299,     -99,     -99,     -99,      65,     -99,     130,     -99,      64,     -99,     1.6,     -99,    7857,     -99,     120,     -99,   28.60,     -99,       5,     -99
3,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     110,     -99,    4727,     -99,     -99,     -99,    1926,     -99,  0.2454,     -99,   385.2,     -99,   14317,     -99,    9668,     -99,    3.87,     -99,   0.330,     -99,     -99,     -99,      70,     -99,     132,     -99,      61,     -99,     1.5,     -99,    7821,     -99,     121,     -99,   28.34,     -99,       5,     -99
4,USMZ8001,SN,1,1,MZ,56,     -99,     -99,     -99,     -99,     -99,     106,     -99,    3296,     -99,     -99,     -99,    1435,     -99,  0.2296,     -99,   287.1,     -99,   10555,     -99,    7326,     -99,    2.84,     -99,   0.312,     -99,     -99,     -99,      57,     -99,     113,     -99,      56,     -99,     1.7,     -99,    5998,     -99,     118,     -99,   27.67,     -99,       5,     -99
5,USMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     110,     -99,    4211,     -99,     -99,     -99,    1757,     -99,  0.2397,     -99,   351.4,     -99,   14069,     -99,    9936,     -99,    3.64,     -99,   0.299,     -99,     -99,     -99,      65,     -99,     131,     -99,      66,     -99,     1.5,     -99,    8022,     -99,     123,     -99,   28.05,     -99,       5,     -99
6,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     110,     -99,    3908,     -99,     -99,     -99,    1678,     -99,  0.2329,     -99,   335.5,     -99,   12443,     -99,    8609,     -99,    3.55,     -99,   0.314,     -99,     -99,     -99,      64,     -99,     121,     -99,      57,     -99,     1.6,     -99,    6980,     -99,     114,     -99,   27.97,     -99,       5,     -99
7,USMZ8001,SN,1,1,MZ,55,     -99,     -99,     -99,     -99,     -99,     105,     -99,    2239,     -99,     -99,     -99,     966,     -99,  0.2318,     -99,   193.2,     -99,    4485,     -99,    2275,     -99,    1.03,     -99,   0.499,     -99,     -99,     -99,      39,     -99,      54,     -99,      15,     -99,     1.7,     -99,    1483,     -99,      32,     -99,   28.92,     -99,       5,     -99
8,USMZ8001,SN,1,1,MZ,56,     -99,     -99,     -99,     -99,     -99,     107,     -99,    5044,     -99,     -99,     -99,    2105,     -99,  0.2396,     -99,   421.0,     -99,   15019,     -99,   10053,     -99,    3.91,     -99,   0.336,     -99,     -99,     -99,      75,     -99,     134,     -99,      59,     -99,     1.5,     -99,    7835,     -99,     126,     -99,   27.99,     -99,       5,     -99
9,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     110,     -99,    3181,     -99,     -99,     -99,    1324,     -99,  0.2402,     -99,   264.8,     -99,   13226,     -99,   10134,     -99,    4.32,     -99,   0.240,     -99,     -99,     -99,      50,     -99,     131,     -99,      81,     -99,     1.6,     -99,    8788,     -99,     125,     -99,   28.37,     -99,       5,     -99
10,USMZ8001,SN,1,1,MZ,60,     -99,     -99,     -99,     -99,     -99,     110,     -99,    4718,     -99,     -99,     -99,    2106,     -99,  0.2240,     -99,   421.2,     -99,   15501,     -99,   10869,     -99,    4.32,     -99,   0.304,     -99,     -99,     -99,      69,     -99,     141,     -99,      71,     -99,     1.5,     -99,    8610,     -99,     132,     -99,   28.68,     -99,       5,     -99
