RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,GHMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     111,     -99,    4220,     -99,     -99,     -99,    1715,     -99,  0.2460,     -99,   343.1,     -99,   14541,     -99,   10407,     -99,    4.39,     -99,   0.290,     -99,     -99,     -99,      67,     -99,     142,     -99,      75,     -99,     1.6,     -99,    8810,     -99,     132,     -99,   27.12,     -99,       5,     -99
2,GHMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     109,     -99,    3972,     -99,     -99,     -99,    1701,     -99,  0.2335,     -99,   340.2,     -99,   14709,     -99,   10824,     -99,    4.44,     -99,   0.270,     -99,     -99,     -99,      61,     -99,     140,     -99,      79,     -99,     1.5,     -99,    9166,     -99,     134,     -99,   28.60,     -99,       5,     -99
3,GHMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     109,     -99,    3944,     -99,     -99,     -99,    1647,     -99,  0.2395,     -99,   329.4,     -99,   13922,     -99,   10062,     -99,    4.16,     -99,   0.283,     -99,     -99,     -99,      62,     -99,     134,     -99,      72,     -99,     1.6,     -99,    8514,     -99,     126,     -99,   28.45,     -99,       5,     -99
4,GHMZ8001,SN,1,1,MZ,56,     -99,     -99,     -99,     -99,     -99,     106,     -99,    5488,     -99,     -99,     -99,    2390,     -99,  0.2296,     -99,   478.0,     -99,   16056,     -99,   10651,     -99,    4.09,     -99,   0.342,     -99,     -99,     -99,      83,     -99,     141,     -99,      58,     -99,     1.5,     -99,    8069,     -99,     135,     -99,   27.67,     -99,       5,     -99
5,GHMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     110,     -99,    4444,     -99,     -99,     -99,    1854,     -99,  0.2397,     -99,   370.8,     -99,   15429,     -99,   11073,     -99,    4.51,     -99,   0.288,     -99,     -99,     -99,      72,     -99,     150,     -99,      78,     -99,     1.6,     -99,    9074,     -99,     143,     -99,   28.05,     -99,       5,     -99
6,GHMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     110,     -99,    4332,     -99,     -99,     -99,    1861,     -99,  0.2328,     -99,   372.2,     -99,   14872,     -99,   10627,     -99,    4.63,     -99,   0.291,     -99,     -99,     -99,      70,     -99,     148,     -99,      78,     -99,     1.6,     -99,    8828,     -99,     144,     -99,   27.91,     -99,       5,     -99
7,GHMZ8001,SN,1,1,MZ,55,     -99,     -99,     -99,     -99,     -99,     105,     -99,    5044,     -99,     -99,     -99,    2176,     -99,  0.2318,     -99,   435.1,     -99,   13498,     -99,    8526,     -99,    3.02,     -99,   0.374,     -99,     -99,     -99,      88,     -99,     148,     -99,      60,     -99,     1.7,     -99,    6427,     -99,     133,     -99,   28.92,     -99,       5,     -99
8,GHMZ8001,SN,1,1,MZ,56,     -99,     -99,     -99,     -99,     -99,     107,     -99,    5228,     -99,     -99,     -99,    2182,     -99,  0.2396,     -99,   436.4,     -99,   16457,     -99,   11314,     -99,    4.72,     -99,   0.318,     -99,     -99,     -99,      82,     -99,     156,     -99,      73,     -99,     1.6,     -99,    9038,     -99,     149,     -99,   27.99,     -99,       5,     -99
9,GHMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     110,     -99,    3571,     -99,     -99,     -99,    1490,     -99,  0.2397,     -99,   297.9,     -99,   14132,     -99,   10652,     -99,    4.64,     -99,   0.253,     -99,     -99,     -99,      61,     -99,     147,     -99,      86,     -99,     1.7,     -99,    9242,     -99,     148,     -99,   28.27,     -99,       5,     -99
10,GHMZ8001,SN,1,1,MZ,60,     -99,     -99,     -99,     -99,     -99,     110,     -99,    4906,     -99,     -99,     -99,    2192,     -99,  0.2239,     -99,   438.3,     -99,   15820,     -99,   11001,     -99,    4.42,     -99,   0.310,     -99,     -99,     -99,      74,     -99,     146,     -99,      72,     -99,     1.5,     -99,    8699,     -99,     136,     -99,   28.68,     -99,       5,     -99
