RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     125,     -99,    5895,     -99,     -99,     -99,    2047,     -99,  0.2880,     -99,   409.4,     -99,   17198,     -99,   11389,     -99,    4.56,     -99,   0.343,     -99,     -99,     -99,      87,     -99,     154,     -99,      67,     -99,     1.5,     -99,    9117,     -99,     145,     -99,   27.42,     -99,       5,     -99
2,USMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     124,     -99,    6216,     -99,     -99,     -99,    2252,     -99,  0.2760,     -99,   450.4,     -99,   15239,     -99,    9080,     -99,    2.67,     -99,   0.408,     -99,     -99,     -99,      95,     -99,     133,     -99,      38,     -99,     1.5,     -99,    6281,     -99,     124,     -99,   28.31,     -99,       5,     -99
3,USMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     124,     -99,    5345,     -99,     -99,     -99,    1937,     -99,  0.2760,     -99,   387.3,     -99,   14715,     -99,    9437,     -99,    3.20,     -99,   0.363,     -99,     -99,     -99,      76,     -99,     125,     -99,      49,     -99,     1.4,     -99,    6975,     -99,     115,     -99,   27.63,     -99,       5,     -99
4,USMZ8001,SN,1,1,MZ,62,     -99,     -99,     -99,     -99,     -99,     121,     -99,    6466,     -99,     -99,     -99,    2395,     -99,  0.2700,     -99,   478.9,     -99,   17545,     -99,   11152,     -99,    3.90,     -99,   0.369,     -99,     -99,     -99,      98,     -99,     151,     -99,      53,     -99,     1.5,     -99,    7932,     -99,     143,     -99,   27.40,     -99,       6,     -99
5,USMZ8001,SN,1,1,MZ,63,     -99,     -99,     -99,     -99,     -99,     123,     -99,    6037,     -99,     -99,     -99,    2141,     -99,  0.2820,     -99,   428.1,     -99,   17348,     -99,   11400,     -99,    4.69,     -99,   0.348,     -99,     -99,     -99,      84,     -99,     149,     -99,      65,     -99,     1.4,     -99,    9188,     -99,     142,     -99,   27.82,     -99,       5,     -99
6,USMZ8001,SN,1,1,MZ,65,     -99,     -99,     -99,     -99,     -99,     124,     -99,    5033,     -99,     -99,     -99,    1864,     -99,  0.2700,     -99,   372.8,     -99,   15505,     -99,   10552,     -99,    4.36,     -99,   0.325,     -99,     -99,     -99,      80,     -99,     146,     -99,      66,     -99,     1.6,     -99,    8310,     -99,     141,     -99,   26.87,     -99,       6,     -99
7,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     116,     -99,    5064,     -99,     -99,     -99,    1876,     -99,  0.2700,     -99,   375.1,     -99,   13044,     -99,    8043,     -99,    2.58,     -99,   0.388,     -99,     -99,     -99,      86,     -99,     136,     -99,      50,     -99,     1.7,     -99,    5854,     -99,     122,     -99,   28.08,     -99,       5,     -99
8,USMZ8001,SN,1,1,MZ,62,     -99,     -99,     -99,     -99,     -99,     121,     -99,    5540,     -99,     -99,     -99,    2052,     -99,  0.2700,     -99,   410.4,     -99,   16444,     -99,   10982,     -99,    4.23,     -99,   0.337,     -99,     -99,     -99,      89,     -99,     151,     -99,      62,     -99,     1.6,     -99,    8394,     -99,     149,     -99,   27.04,     -99,       6,     -99
9,USMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     123,     -99,    5277,     -99,     -99,     -99,    1912,     -99,  0.2760,     -99,   382.4,     -99,   16268,     -99,   11073,     -99,    4.48,     -99,   0.324,     -99,     -99,     -99,      82,     -99,     153,     -99,      71,     -99,     1.6,     -99,    8982,     -99,     144,     -99,   27.43,     -99,       5,     -99
10,USMZ8001,SN,1,1,MZ,66,     -99,     -99,     -99,     -99,     -99,     -99,     -99,    6388,     -99,     -99,     -99,    2315,     -99,  0.2760,     -99,   462.9,     -99,   17187,     -99,   10879,     -99,    4.31,     -99,   0.372,     -99,     -99,     -99,      88,     -99,     145,     -99,      56,     -99,     1.4,     -99,    8126,     -99,     135,     -99,   27.21,     -99,       5,     -99
