RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,63,     -99,     -99,     -99,     -99,     -99,     117,     -99,    5047,     -99,     -99,     -99,    2003,     -99,  0.2520,     -99,   400.5,     -99,   15397,     -99,   10430,     -99,    4.14,     -99,   0.328,     -99,     -99,     -99,      71,     -99,     134,     -99,      62,     -99,     1.4,     -99,    8162,     -99,     128,     -99,   26.72,     -99,       6,     -99
2,USMZ8001,SN,1,1,MZ,63,     -99,     -99,     -99,     -99,     -99,     115,     -99,    4768,     -99,     -99,     -99,    2037,     -99,  0.2341,     -99,   407.3,     -99,   15709,     -99,   11026,     -99,    4.31,     -99,   0.304,     -99,     -99,     -99,      68,     -99,     138,     -99,      70,     -99,     1.4,     -99,    8598,     -99,     131,     -99,   27.68,     -99,       6,     -99
3,USMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     116,     -99,    4594,     -99,     -99,     -99,    1920,     -99,  0.2393,     -99,   384.0,     -99,   14678,     -99,   10165,     -99,    4.16,     -99,   0.313,     -99,     -99,     -99,      68,     -99,     132,     -99,      65,     -99,     1.5,     -99,    8247,     -99,     127,     -99,   28.03,     -99,       6,     -99
4,USMZ8001,SN,1,1,MZ,63,     -99,     -99,     -99,     -99,     -99,     115,     -99,    5151,     -99,     -99,     -99,    2094,     -99,  0.2460,     -99,   418.8,     -99,   15641,     -99,   10569,     -99,    4.20,     -99,   0.329,     -99,     -99,     -99,      73,     -99,     137,     -99,      64,     -99,     1.4,     -99,    8369,     -99,     129,     -99,   27.34,     -99,       6,     -99
5,USMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     116,     -99,    4692,     -99,     -99,     -99,    1954,     -99,  0.2401,     -99,   390.8,     -99,   15406,     -99,   10798,     -99,    4.42,     -99,   0.305,     -99,     -99,     -99,      67,     -99,     136,     -99,      69,     -99,     1.4,     -99,    8725,     -99,     130,     -99,   27.99,     -99,       6,     -99
6,USMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     115,     -99,    5125,     -99,     -99,     -99,    2196,     -99,  0.2334,     -99,   439.1,     -99,   15662,     -99,   10620,     -99,    4.37,     -99,   0.327,     -99,     -99,     -99,      76,     -99,     140,     -99,      64,     -99,     1.5,     -99,    8320,     -99,     133,     -99,   27.40,     -99,       6,     -99
7,USMZ8001,SN,1,1,MZ,63,     -99,     -99,     -99,     -99,     -99,     115,     -99,    4473,     -99,     -99,     -99,    1864,     -99,  0.2399,     -99,   372.9,     -99,   14790,     -99,   10399,     -99,    4.28,     -99,   0.302,     -99,     -99,     -99,      72,     -99,     143,     -99,      71,     -99,     1.6,     -99,    8556,     -99,     136,     -99,   27.88,     -99,       6,     -99
8,USMZ8001,SN,1,1,MZ,62,     -99,     -99,     -99,     -99,     -99,     114,     -99,    3793,     -99,     -99,     -99,    1542,     -99,  0.2460,     -99,   308.4,     -99,   13632,     -99,    9921,     -99,    4.35,     -99,   0.278,     -99,     -99,     -99,      64,     -99,     136,     -99,      72,     -99,     1.7,     -99,    8544,     -99,     134,     -99,   27.82,     -99,       5,     -99
9,USMZ8001,SN,1,1,MZ,62,     -99,     -99,     -99,     -99,     -99,     114,     -99,    4663,     -99,     -99,     -99,    1946,     -99,  0.2396,     -99,   389.2,     -99,   15234,     -99,   10655,     -99,    4.33,     -99,   0.306,     -99,     -99,     -99,      70,     -99,     137,     -99,      68,     -99,     1.5,     -99,    8498,     -99,     131,     -99,   27.48,     -99,       5,     -99
10,USMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     114,     -99,    4782,     -99,     -99,     -99,    2067,     -99,  0.2313,     -99,   413.4,     -99,   15062,     -99,   10364,     -99,    4.30,     -99,   0.317,     -99,     -99,     -99,      73,     -99,     137,     -99,      64,     -99,     1.5,     -99,    8238,     -99,     131,     -99,   28.34,     -99,       5,     -99
