RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     109,     -99,    3839,     -99,     -99,     -99,    1650,     -99,  0.2327,     -99,   330.0,     -99,   14004,     -99,   10250,     -99,    4.47,     -99,   0.274,     -99,     -99,     -99,      65,     -99,     145,     -99,      80,     -99,     1.7,     -99,    8728,     -99,     137,     -99,   27.61,     -99,       5,     -99
2,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     107,     -99,    3966,     -99,     -99,     -99,    1786,     -99,  0.2220,     -99,   357.3,     -99,   14117,     -99,   10232,     -99,    3.96,     -99,   0.281,     -99,     -99,     -99,      63,     -99,     135,     -99,      72,     -99,     1.6,     -99,    8497,     -99,     128,     -99,   28.80,     -99,       5,     -99
3,USMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     108,     -99,    4318,     -99,     -99,     -99,    1858,     -99,  0.2324,     -99,   371.6,     -99,   13693,     -99,    9451,     -99,    3.91,     -99,   0.315,     -99,     -99,     -99,      63,     -99,     126,     -99,      62,     -99,     1.5,     -99,    7526,     -99,     114,     -99,   27.79,     -99,       5,     -99
4,USMZ8001,SN,1,1,MZ,56,     -99,     -99,     -99,     -99,     -99,     106,     -99,    5286,     -99,     -99,     -99,    2418,     -99,  0.2186,     -99,   483.7,     -99,   16284,     -99,   11080,     -99,    4.17,     -99,   0.325,     -99,     -99,     -99,      82,     -99,     147,     -99,      65,     -99,     1.6,     -99,    8447,     -99,     142,     -99,   28.25,     -99,       5,     -99
5,USMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     107,     -99,    3988,     -99,     -99,     -99,    1724,     -99,  0.2313,     -99,   344.8,     -99,   14821,     -99,   10923,     -99,    4.82,     -99,   0.269,     -99,     -99,     -99,      69,     -99,     154,     -99,      85,     -99,     1.7,     -99,    9330,     -99,     153,     -99,   28.09,     -99,       5,     -99
6,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     107,     -99,    4078,     -99,     -99,     -99,    1828,     -99,  0.2230,     -99,   365.6,     -99,   14833,     -99,   10843,     -99,    4.70,     -99,   0.275,     -99,     -99,     -99,      70,     -99,     155,     -99,      85,     -99,     1.7,     -99,    9087,     -99,     151,     -99,   28.15,     -99,       5,     -99
7,USMZ8001,SN,1,1,MZ,55,     -99,     -99,     -99,     -99,     -99,     103,     -99,    4534,     -99,     -99,     -99,    2065,     -99,  0.2196,     -99,   412.9,     -99,   11559,     -99,    7083,     -99,    2.25,     -99,   0.392,     -99,     -99,     -99,      79,     -99,     127,     -99,      47,     -99,     1.7,     -99,    5062,     -99,     106,     -99,   28.61,     -99,       5,     -99
8,USMZ8001,SN,1,1,MZ,56,     -99,     -99,     -99,     -99,     -99,     106,     -99,    4018,     -99,     -99,     -99,    1802,     -99,  0.2229,     -99,   360.5,     -99,   14545,     -99,   10611,     -99,    4.74,     -99,   0.276,     -99,     -99,     -99,      70,     -99,     151,     -99,      81,     -99,     1.7,     -99,    8866,     -99,     151,     -99,   28.07,     -99,       5,     -99
9,USMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     107,     -99,    3546,     -99,     -99,     -99,    1531,     -99,  0.2316,     -99,   306.2,     -99,   13763,     -99,   10303,     -99,    4.79,     -99,   0.258,     -99,     -99,     -99,      62,     -99,     147,     -99,      86,     -99,     1.7,     -99,    8950,     -99,     157,     -99,   27.89,     -99,       5,     -99
10,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     107,     -99,    4138,     -99,     -99,     -99,    1984,     -99,  0.2086,     -99,   396.8,     -99,   14748,     -99,   10698,     -99,    4.56,     -99,   0.281,     -99,     -99,     -99,      66,     -99,     144,     -99,      78,     -99,     1.6,     -99,    8709,     -99,     136,     -99,   28.32,     -99,       5,     -99
