RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,76,     -99,     -99,     -99,     -99,     -99,      99,     -99,      87,     -99,     -99,     -99,     254,     -99,  0.0342,     -99,    59.0,     -99,    4865,     -99,    4836,     -99,    2.78,     -99,   0.018,     -99,     -99,     -99,       2,     -99,     123,     -99,     121,     -99,     1.9,     -99,    5130,     -99,     123,     -99,   27.04,     -99,      11,     -99
2,USMZ8001,SN,1,1,MZ,68,     -99,     -99,     -99,     -99,     -99,      84,     -99,       0,     -99,     -99,     -99,     209,     -99,  0.0000,     -99,    51.0,     -99,     776,     -99,     796,     -99,    0.78,     -99,   0.000,     -99,     -99,     -99,       0,     -99,      26,     -99,      26,     -99,     0.0,     -99,     880,     -99,      26,     -99,   28.65,     -99,       9,     -99
3,USMZ8001,SN,1,1,MZ,73,     -99,     -99,     -99,     -99,     -99,     115,     -99,     175,     -99,     -99,     -99,     371,     -99,  0.0472,     -99,    78.5,     -99,    3869,     -99,    3737,     -99,    1.62,     -99,   0.045,     -99,     -99,     -99,       3,     -99,      87,     -99,      84,     -99,     1.8,     -99,    3741,     -99,      87,     -99,   27.78,     -99,       9,     -99
4,USMZ8001,SN,1,1,MZ,79,     -99,     -99,     -99,     -99,     -99,     128,     -99,     420,     -99,     -99,     -99,     248,     -99,  0.1691,     -99,    58.0,     -99,    4813,     -99,    4445,     -99,    2.50,     -99,   0.087,     -99,     -99,     -99,       7,     -99,     111,     -99,     103,     -99,     1.8,     -99,    4573,     -99,     111,     -99,   27.59,     -99,      14,     -99
5,USMZ8001,SN,1,1,MZ,63,     -99,     -99,     -99,     -99,     -99,     111,     -99,    2088,     -99,     -99,     -99,    1667,     -99,  0.1252,     -99,   333.4,     -99,   11323,     -99,    9311,     -99,    4.56,     -99,   0.184,     -99,     -99,     -99,      37,     -99,     172,     -99,     135,     -99,     1.8,     -99,    7895,     -99,     172,     -99,   26.03,     -99,       6,     -99
6,USMZ8001,SN,1,1,MZ,81,     -99,     -99,     -99,     -99,     -99,     131,     -99,    2718,     -99,     -99,     -99,    1776,     -99,  0.1531,     -99,   355.1,     -99,   11534,     -99,    8891,     -99,    4.07,     -99,   0.236,     -99,     -99,     -99,      48,     -99,     158,     -99,     110,     -99,     1.8,     -99,    7131,     -99,     156,     -99,   26.44,     -99,      12,     -99
7,USMZ8001,SN,1,1,MZ,81,     -99,     -99,     -99,     -99,     -99,     127,     -99,    2593,     -99,     -99,     -99,    2451,     -99,  0.1058,     -99,   490.2,     -99,   10688,     -99,    8160,     -99,    3.17,     -99,   0.243,     -99,     -99,     -99,      47,     -99,     126,     -99,      78,     -99,     1.8,     -99,    5794,     -99,     120,     -99,   26.83,     -99,      11,     -99
8,USMZ8001,SN,1,1,MZ,82,     -99,     -99,     -99,     -99,     -99,     130,     -99,    1034,     -99,     -99,     -99,     768,     -99,  0.1346,     -99,   153.6,     -99,    5761,     -99,    4784,     -99,    2.23,     -99,   0.179,     -99,     -99,     -99,      18,     -99,     102,     -99,      83,     -99,     1.8,     -99,    4392,     -99,     102,     -99,   27.03,     -99,       9,     -99
9,USMZ8001,SN,1,1,MZ,65,     -99,     -99,     -99,     -99,     -99,     114,     -99,    3553,     -99,     -99,     -99,    2519,     -99,  0.1410,     -99,   503.9,     -99,   11823,     -99,    8329,     -99,    2.26,     -99,   0.301,     -99,     -99,     -99,      64,     -99,     116,     -99,      52,     -99,     1.8,     -99,    5425,     -99,     106,     -99,   27.05,     -99,       9,     -99
10,USMZ8001,SN,1,1,MZ,84,     -99,     -99,     -99,     -99,     -99,     130,     -99,    1698,     -99,     -99,     -99,    2169,     -99,  0.0783,     -99,   433.8,     -99,   13418,     -99,   11810,     -99,    5.03,     -99,   0.127,     -99,     -99,     -99,      31,     -99,     168,     -99,     137,     -99,     1.9,     -99,    9584,     -99,     168,     -99,   26.63,     -99,       9,     -99
