RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,97,     -99,     -99,     -99,     -99,     -99,     154,     -99,    1615,     -99,     -99,     -99,     883,     -99,  0.1829,     -99,   176.7,     -99,    6317,     -99,    4763,     -99,    2.41,     -99,   0.256,     -99,     -99,     -99,      29,     -99,     111,     -99,      82,     -99,     1.8,     -99,    4550,     -99,     111,     -99,   27.63,     -99,      18,     -99
2,USMZ8001,SN,1,1,MZ,89,     -99,     -99,     -99,     -99,     -99,     142,     -99,     564,     -99,     -99,     -99,     384,     -99,  0.1468,     -99,    80.5,     -99,    8168,     -99,    7681,     -99,    4.55,     -99,   0.069,     -99,     -99,     -99,      10,     -99,     160,     -99,     149,     -99,     1.8,     -99,    7836,     -99,     160,     -99,   25.77,     -99,      16,     -99
3,USMZ8001,SN,1,1,MZ,79,     -99,     -99,     -99,     -99,     -99,     129,     -99,    1200,     -99,     -99,     -99,     846,     -99,  0.1418,     -99,   169.3,     -99,    3608,     -99,    2438,     -99,    0.92,     -99,   0.333,     -99,     -99,     -99,      22,     -99,      44,     -99,      23,     -99,     1.8,     -99,    1777,     -99,      44,     -99,   26.45,     -99,      10,     -99
4,USMZ8001,SN,1,1,MZ,73,     -99,     -99,     -99,     -99,     -99,     127,     -99,    2162,     -99,     -99,     -99,    1235,     -99,  0.1751,     -99,   246.9,     -99,    5214,     -99,    3083,     -99,    1.13,     -99,   0.415,     -99,     -99,     -99,      38,     -99,      57,     -99,      19,     -99,     1.8,     -99,    1814,     -99,      48,     -99,   26.35,     -99,      11,     -99
5,USMZ8001,SN,1,1,MZ,82,     -99,     -99,     -99,     -99,     -99,     136,     -99,     530,     -99,     -99,     -99,     259,     -99,  0.2046,     -99,    59.9,     -99,    6398,     -99,    5935,     -99,    3.69,     -99,   0.083,     -99,     -99,     -99,       9,     -99,     136,     -99,     125,     -99,     1.8,     -99,    6111,     -99,     136,     -99,   25.24,     -99,       9,     -99
6,USMZ8001,SN,1,1,MZ,93,     -99,     -99,     -99,     -99,     -99,     147,     -99,    2343,     -99,     -99,     -99,    1603,     -99,  0.1462,     -99,   320.6,     -99,    8861,     -99,    6586,     -99,    3.10,     -99,   0.264,     -99,     -99,     -99,      43,     -99,     121,     -99,      78,     -99,     1.8,     -99,    5448,     -99,     120,     -99,   26.33,     -99,      13,     -99
7,USMZ8001,SN,1,1,MZ,93,     -99,     -99,     -99,     -99,     -99,     151,     -99,    2375,     -99,     -99,     -99,    1248,     -99,  0.1902,     -99,   249.7,     -99,    9540,     -99,    7233,     -99,    2.82,     -99,   0.249,     -99,     -99,     -99,      42,     -99,     135,     -99,      93,     -99,     1.8,     -99,    6372,     -99,     132,     -99,   28.11,     -99,      18,     -99
8,USMZ8001,SN,1,1,MZ,94,     -99,     -99,     -99,     -99,     -99,     152,     -99,    1777,     -99,     -99,     -99,     806,     -99,  0.2204,     -99,   161.2,     -99,    6721,     -99,    5003,     -99,    2.28,     -99,   0.264,     -99,     -99,     -99,      31,     -99,     103,     -99,      71,     -99,     1.8,     -99,    4724,     -99,     101,     -99,   26.96,     -99,      19,     -99
9,USMZ8001,SN,1,1,MZ,77,     -99,     -99,     -99,     -99,     -99,     137,     -99,    1767,     -99,     -99,     -99,     737,     -99,  0.2396,     -99,   147.5,     -99,    7568,     -99,    5869,     -99,    3.21,     -99,   0.233,     -99,     -99,     -99,      31,     -99,     142,     -99,     111,     -99,     1.8,     -99,    5528,     -99,     142,     -99,   28.23,     -99,       9,     -99
10,USMZ8001,SN,1,1,MZ,79,     -99,     -99,     -99,     -99,     -99,     135,     -99,    2903,     -99,     -99,     -99,    1301,     -99,  0.2231,     -99,   260.3,     -99,    9195,     -99,    6353,     -99,    2.51,     -99,   0.316,     -99,     -99,     -99,      51,     -99,     109,     -99,      58,     -99,     1.7,     -99,    5204,     -99,     105,     -99,   26.99,     -99,       8,     -99
11,USMZ8001,SN,1,1,MZ,74,     -99,     -99,     -99,     -99,     -99,     117,     -99,    1338,     -99,     -99,     -99,     938,     -99,  0.1426,     -99,   187.7,     -99,    4803,     -99,    3504,     -99,    1.09,     -99,   0.279,     -99,     -99,     -99,      24,     -99,      65,     -99,      40,     -99,     1.8,     -99,    2985,     -99,      63,     -99,   27.36,     -99,      13,     -99
12,USMZ8001,SN,1,1,MZ,85,     -99,     -99,     -99,     -99,     -99,     136,     -99,     887,     -99,     -99,     -99,     573,     -99,  0.1548,     -99,   114.5,     -99,    5381,     -99,    4555,     -99,    2.80,     -99,   0.165,     -99,     -99,     -99,      16,     -99,     109,     -99,      93,     -99,     1.8,     -99,    4434,     -99,     109,     -99,   27.46,     -99,      10,     -99
13,USMZ8001,SN,1,1,MZ,74,     -99,     -99,     -99,     -99,     -99,     126,     -99,     908,     -99,     -99,     -99,     475,     -99,  0.1913,     -99,    94.9,     -99,    4038,     -99,    3174,     -99,    1.57,     -99,   0.225,     -99,     -99,     -99,      16,     -99,      68,     -99,      52,     -99,     1.8,     -99,    3073,     -99,      68,     -99,   27.44,     -99,       8,     -99
14,USMZ8001,SN,1,1,MZ,77,     -99,     -99,     -99,     -99,     -99,     134,     -99,    2637,     -99,     -99,     -99,    2149,     -99,  0.1227,     -99,   429.9,     -99,    9688,     -99,    7122,     -99,    3.29,     -99,   0.272,     -99,     -99,     -99,      48,     -99,     130,     -99,      82,     -99,     1.8,     -99,    5772,     -99,     127,     -99,   26.99,     -99,       9,     -99
