RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,90,     -99,     -99,     -99,     -99,     -99,     144,     -99,    6376,     -99,     -99,     -99,    2787,     -99,  0.2288,     -99,   557.3,     -99,   19188,     -99,   12900,     -99,    5.02,     -99,   0.332,     -99,     -99,     -99,     107,     -99,     186,     -99,      79,     -99,     1.7,     -99,   10139,     -99,     189,     -99,   27.12,     -99,      14,     -99
2,USMZ8001,SN,1,1,MZ,92,     -99,     -99,     -99,     -99,     -99,     139,     -99,    3857,     -99,     -99,     -99,    2527,     -99,  0.1527,     -99,   505.3,     -99,   16537,     -99,   12772,     -99,    5.18,     -99,   0.233,     -99,     -99,     -99,      69,     -99,     197,     -99,     128,     -99,     1.8,     -99,   10644,     -99,     196,     -99,   28.38,     -99,      16,     -99
3,USMZ8001,SN,1,1,MZ,79,     -99,     -99,     -99,     -99,     -99,     125,     -99,     709,     -99,     -99,     -99,     789,     -99,  0.0899,     -99,   157.9,     -99,    6084,     -99,    5439,     -99,    2.85,     -99,   0.117,     -99,     -99,     -99,      13,     -99,     111,     -99,      98,     -99,     1.8,     -99,    5050,     -99,     111,     -99,   27.08,     -99,      11,     -99
4,USMZ8001,SN,1,1,MZ,84,     -99,     -99,     -99,     -99,     -99,     141,     -99,    4332,     -99,     -99,     -99,    2130,     -99,  0.2033,     -99,   426.0,     -99,   15331,     -99,   11083,     -99,    4.72,     -99,   0.283,     -99,     -99,     -99,      76,     -99,     165,     -99,      89,     -99,     1.8,     -99,    8478,     -99,     177,     -99,   26.61,     -99,      14,     -99
5,USMZ8001,SN,1,1,MZ,88,     -99,     -99,     -99,     -99,     -99,     143,     -99,    6246,     -99,     -99,     -99,    2978,     -99,  0.2098,     -99,   595.5,     -99,   20028,     -99,   13876,     -99,    5.05,     -99,   0.312,     -99,     -99,     -99,     107,     -99,     184,     -99,      78,     -99,     1.7,     -99,   10160,     -99,     192,     -99,   27.29,     -99,      13,     -99
6,USMZ8001,SN,1,1,MZ,88,     -99,     -99,     -99,     -99,     -99,     145,     -99,    7164,     -99,     -99,     -99,    2714,     -99,  0.2640,     -99,   542.8,     -99,   19148,     -99,   12065,     -99,    4.75,     -99,   0.374,     -99,     -99,     -99,     121,     -99,     191,     -99,      70,     -99,     1.7,     -99,    9047,     -99,     183,     -99,   25.93,     -99,      14,     -99
7,USMZ8001,SN,1,1,MZ,85,     -99,     -99,     -99,     -99,     -99,     141,     -99,    7031,     -99,     -99,     -99,    2892,     -99,  0.2431,     -99,   578.5,     -99,   17444,     -99,   10485,     -99,    3.21,     -99,   0.403,     -99,     -99,     -99,     120,     -99,     175,     -99,      55,     -99,     1.7,     -99,    6763,     -99,     139,     -99,   26.79,     -99,       9,     -99
8,USMZ8001,SN,1,1,MZ,88,     -99,     -99,     -99,     -99,     -99,     147,     -99,    5456,     -99,     -99,     -99,    2147,     -99,  0.2541,     -99,   429.4,     -99,   16332,     -99,   10959,     -99,    4.65,     -99,   0.334,     -99,     -99,     -99,      90,     -99,     160,     -99,      69,     -99,     1.7,     -99,    8718,     -99,     171,     -99,   26.44,     -99,      10,     -99
9,USMZ8001,SN,1,1,MZ,78,     -99,     -99,     -99,     -99,     -99,     127,     -99,    2859,     -99,     -99,     -99,    2071,     -99,  0.1380,     -99,   414.2,     -99,   11270,     -99,    8482,     -99,    3.08,     -99,   0.254,     -99,     -99,     -99,      52,     -99,     136,     -99,      84,     -99,     1.8,     -99,    6464,     -99,     130,     -99,   27.37,     -99,      16,     -99
10,USMZ8001,SN,1,1,MZ,90,     -99,     -99,     -99,     -99,     -99,     148,     -99,    8265,     -99,     -99,     -99,    3100,     -99,  0.2666,     -99,   620.0,     -99,   22087,     -99,   13909,     -99,    4.93,     -99,   0.374,     -99,     -99,     -99,     124,     -99,     186,     -99,      62,     -99,     1.5,     -99,    9789,     -99,     186,     -99,   26.82,     -99,      12,     -99
