RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,66,     -99,     -99,     -99,     -99,     -99,     125,     -99,    5491,     -99,     -99,     -99,    2034,     -99,  0.2700,     -99,   406.8,     -99,   16317,     -99,   10906,     -99,    4.15,     -99,   0.337,     -99,     -99,     -99,      80,     -99,     145,     -99,      65,     -99,     1.5,     -99,    8374,     -99,     131,     -99,   26.61,     -99,       6,     -99
2,USMZ8001,SN,1,1,MZ,67,     -99,     -99,     -99,     -99,     -99,     124,     -99,    6004,     -99,     -99,     -99,    2274,     -99,  0.2640,     -99,   454.8,     -99,   17202,     -99,   11282,     -99,    4.32,     -99,   0.349,     -99,     -99,     -99,      84,     -99,     147,     -99,      63,     -99,     1.4,     -99,    8622,     -99,     133,     -99,   27.09,     -99,       6,     -99
3,USMZ8001,SN,1,1,MZ,67,     -99,     -99,     -99,     -99,     -99,     124,     -99,    5494,     -99,     -99,     -99,    2081,     -99,  0.2640,     -99,   416.2,     -99,   15947,     -99,   10534,     -99,    4.11,     -99,   0.345,     -99,     -99,     -99,      79,     -99,     139,     -99,      60,     -99,     1.4,     -99,    8187,     -99,     129,     -99,   26.92,     -99,       6,     -99
4,USMZ8001,SN,1,1,MZ,68,     -99,     -99,     -99,     -99,     -99,     125,     -99,    5715,     -99,     -99,     -99,    2165,     -99,  0.2640,     -99,   433.0,     -99,   16912,     -99,   11282,     -99,    4.45,     -99,   0.338,     -99,     -99,     -99,      86,     -99,     155,     -99,      69,     -99,     1.5,     -99,    8797,     -99,     138,     -99,   27.33,     -99,       6,     -99
5,USMZ8001,SN,1,1,MZ,67,     -99,     -99,     -99,     -99,     -99,     124,     -99,    5655,     -99,     -99,     -99,    2142,     -99,  0.2640,     -99,   428.4,     -99,   16873,     -99,   11302,     -99,    4.48,     -99,   0.335,     -99,     -99,     -99,      83,     -99,     153,     -99,      70,     -99,     1.5,     -99,    8854,     -99,     140,     -99,   27.22,     -99,       6,     -99
6,USMZ8001,SN,1,1,MZ,66,     -99,     -99,     -99,     -99,     -99,     122,     -99,    4429,     -99,     -99,     -99,    1717,     -99,  0.2580,     -99,   343.4,     -99,   14179,     -99,    9827,     -99,    4.04,     -99,   0.312,     -99,     -99,     -99,      68,     -99,     133,     -99,      66,     -99,     1.5,     -99,    8001,     -99,     123,     -99,   26.52,     -99,       6,     -99
7,USMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     120,     -99,    5123,     -99,     -99,     -99,    1985,     -99,  0.2580,     -99,   397.1,     -99,   15088,     -99,   10041,     -99,    3.99,     -99,   0.340,     -99,     -99,     -99,      86,     -99,     148,     -99,      62,     -99,     1.7,     -99,    7766,     -99,     140,     -99,   27.06,     -99,       6,     -99
8,USMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     119,     -99,    5432,     -99,     -99,     -99,    2106,     -99,  0.2580,     -99,   421.1,     -99,   16205,     -99,   10853,     -99,    4.62,     -99,   0.335,     -99,     -99,     -99,      90,     -99,     158,     -99,      68,     -99,     1.7,     -99,    8677,     -99,     149,     -99,   26.88,     -99,       6,     -99
9,USMZ8001,SN,1,1,MZ,65,     -99,     -99,     -99,     -99,     -99,     122,     -99,    5196,     -99,     -99,     -99,    1968,     -99,  0.2640,     -99,   393.7,     -99,   15870,     -99,   10753,     -99,    4.31,     -99,   0.327,     -99,     -99,     -99,      79,     -99,     147,     -99,      68,     -99,     1.5,     -99,    8546,     -99,     135,     -99,   27.03,     -99,       6,     -99
10,USMZ8001,SN,1,1,MZ,67,     -99,     -99,     -99,     -99,     -99,     -99,     -99,    4034,     -99,     -99,     -99,    1557,     -99,  0.2591,     -99,   311.4,     -99,   13181,     -99,    9224,     -99,    3.58,     -99,   0.306,     -99,     -99,     -99,      52,     -99,     109,     -99,      57,     -99,     1.3,     -99,    7199,     -99,      97,     -99,   27.25,     -99,       5,     -99
