RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,73,     -99,     -99,     -99,     -99,     -99,     120,     -99,    5247,     -99,     -99,     -99,    3100,     -99,  0.1693,     -99,   620.0,     -99,   18677,     -99,   13517,     -99,    5.05,     -99,   0.281,     -99,     -99,     -99,      93,     -99,     182,     -99,      88,     -99,     1.8,     -99,    9744,     -99,     195,     -99,   26.45,     -99,      10,     -99
2,USMZ8001,SN,1,1,MZ,72,     -99,     -99,     -99,     -99,     -99,     117,     -99,    2436,     -99,     -99,     -99,    2181,     -99,  0.1117,     -99,   436.2,     -99,   11156,     -99,    8791,     -99,    3.08,     -99,   0.218,     -99,     -99,     -99,      44,     -99,     137,     -99,      92,     -99,     1.8,     -99,    6431,     -99,     134,     -99,   27.07,     -99,       8,     -99
3,USMZ8001,SN,1,1,MZ,76,     -99,     -99,     -99,     -99,     -99,     125,     -99,    5824,     -99,     -99,     -99,    2853,     -99,  0.2041,     -99,   570.7,     -99,   17938,     -99,   12199,     -99,    4.90,     -99,   0.325,     -99,     -99,     -99,     101,     -99,     183,     -99,      81,     -99,     1.7,     -99,    9325,     -99,     184,     -99,   26.43,     -99,       7,     -99
4,USMZ8001,SN,1,1,MZ,81,     -99,     -99,     -99,     -99,     -99,     136,     -99,    7089,     -99,     -99,     -99,    2774,     -99,  0.2555,     -99,   554.9,     -99,   19457,     -99,   12451,     -99,    4.87,     -99,   0.364,     -99,     -99,     -99,     120,     -99,     193,     -99,      73,     -99,     1.7,     -99,    9355,     -99,     190,     -99,   26.02,     -99,      10,     -99
5,USMZ8001,SN,1,1,MZ,79,     -99,     -99,     -99,     -99,     -99,     134,     -99,    7422,     -99,     -99,     -99,    3057,     -99,  0.2428,     -99,   611.3,     -99,   20016,     -99,   12679,     -99,    4.51,     -99,   0.371,     -99,     -99,     -99,     125,     -99,     192,     -99,      67,     -99,     1.7,     -99,    8776,     -99,     177,     -99,   27.23,     -99,      12,     -99
6,USMZ8001,SN,1,1,MZ,75,     -99,     -99,     -99,     -99,     -99,     124,     -99,    5785,     -99,     -99,     -99,    2814,     -99,  0.2056,     -99,   562.7,     -99,   18880,     -99,   13187,     -99,    5.07,     -99,   0.306,     -99,     -99,     -99,     101,     -99,     187,     -99,      86,     -99,     1.7,     -99,   10053,     -99,     195,     -99,   27.39,     -99,      11,     -99
7,USMZ8001,SN,1,1,MZ,80,     -99,     -99,     -99,     -99,     -99,     127,     -99,    5575,     -99,     -99,     -99,    3051,     -99,  0.1827,     -99,   610.3,     -99,   17920,     -99,   12428,     -99,    4.66,     -99,   0.311,     -99,     -99,     -99,      98,     -99,     183,     -99,      84,     -99,     1.8,     -99,    8921,     -99,     182,     -99,   26.42,     -99,       9,     -99
8,USMZ8001,SN,1,1,MZ,77,     -99,     -99,     -99,     -99,     -99,     128,     -99,    6791,     -99,     -99,     -99,    3083,     -99,  0.2203,     -99,   616.7,     -99,   20274,     -99,   13575,     -99,    5.04,     -99,   0.335,     -99,     -99,     -99,     114,     -99,     192,     -99,      77,     -99,     1.7,     -99,   10062,     -99,     199,     -99,   27.44,     -99,       7,     -99
9,USMZ8001,SN,1,1,MZ,78,     -99,     -99,     -99,     -99,     -99,     130,     -99,    7221,     -99,     -99,     -99,    3100,     -99,  0.2330,     -99,   620.0,     -99,   21666,     -99,   14540,     -99,    5.20,     -99,   0.333,     -99,     -99,     -99,     119,     -99,     200,     -99,      81,     -99,     1.7,     -99,   10425,     -99,     199,     -99,   27.76,     -99,      11,     -99
10,USMZ8001,SN,1,1,MZ,73,     -99,     -99,     -99,     -99,     -99,     119,     -99,    2912,     -99,     -99,     -99,    1698,     -99,  0.1715,     -99,   339.6,     -99,   12465,     -99,    9630,     -99,    4.02,     -99,   0.234,     -99,     -99,     -99,      52,     -99,     176,     -99,     125,     -99,     1.8,     -99,    8172,     -99,     175,     -99,   27.72,     -99,       8,     -99
11,USMZ8001,SN,1,1,MZ,84,     -99,     -99,     -99,     -99,     -99,     134,     -99,    6904,     -99,     -99,     -99,    3100,     -99,  0.2227,     -99,   620.0,     -99,   20661,     -99,   13848,     -99,    5.08,     -99,   0.334,     -99,     -99,     -99,     115,     -99,     189,     -99,      74,     -99,     1.7,     -99,    9947,     -99,     188,     -99,   27.42,     -99,      10,     -99
12,USMZ8001,SN,1,1,MZ,86,     -99,     -99,     -99,     -99,     -99,     136,     -99,    6992,     -99,     -99,     -99,    3100,     -99,  0.2256,     -99,   620.0,     -99,   20955,     -99,   14059,     -99,    5.09,     -99,   0.334,     -99,     -99,     -99,     117,     -99,     197,     -99,      80,     -99,     1.7,     -99,   10461,     -99,     197,     -99,   28.48,     -99,      11,     -99
13,USMZ8001,SN,1,1,MZ,74,     -99,     -99,     -99,     -99,     -99,     121,     -99,    1662,     -99,     -99,     -99,     972,     -99,  0.1709,     -99,   194.5,     -99,    8988,     -99,    7401,     -99,    4.03,     -99,   0.185,     -99,     -99,     -99,      29,     -99,     165,     -99,     136,     -99,     1.8,     -99,    6839,     -99,     165,     -99,   28.31,     -99,       9,     -99
14,USMZ8001,SN,1,1,MZ,78,     -99,     -99,     -99,     -99,     -99,     126,     -99,    5068,     -99,     -99,     -99,    2807,     -99,  0.1805,     -99,   561.5,     -99,   16985,     -99,   11998,     -99,    4.76,     -99,   0.298,     -99,     -99,     -99,      89,     -99,     170,     -99,      81,     -99,     1.8,     -99,    8831,     -99,     180,     -99,   25.88,     -99,       8,     -99
