RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     125,     -99,    5874,     -99,     -99,     -99,    2039,     -99,  0.2880,     -99,   407.9,     -99,   17201,     -99,   11414,     -99,    4.60,     -99,   0.341,     -99,     -99,     -99,      84,     -99,     149,     -99,      65,     -99,     1.4,     -99,    9158,     -99,     145,     -99,   27.42,     -99,       5,     -99
2,USMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     124,     -99,    6353,     -99,     -99,     -99,    2302,     -99,  0.2760,     -99,   460.4,     -99,   16247,     -99,    9961,     -99,    3.11,     -99,   0.391,     -99,     -99,     -99,      93,     -99,     136,     -99,      43,     -99,     1.5,     -99,    7138,     -99,     128,     -99,   28.31,     -99,       5,     -99
3,USMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     124,     -99,    5602,     -99,     -99,     -99,    2030,     -99,  0.2760,     -99,   405.9,     -99,   14309,     -99,    8764,     -99,    2.83,     -99,   0.391,     -99,     -99,     -99,      86,     -99,     125,     -99,      39,     -99,     1.5,     -99,    6062,     -99,     118,     -99,   27.63,     -99,       5,     -99
4,USMZ8001,SN,1,1,MZ,62,     -99,     -99,     -99,     -99,     -99,     121,     -99,    5567,     -99,     -99,     -99,    2071,     -99,  0.2688,     -99,   414.2,     -99,   13528,     -99,    8010,     -99,    2.20,     -99,   0.412,     -99,     -99,     -99,      95,     -99,     140,     -99,      45,     -99,     1.7,     -99,    5176,     -99,     103,     -99,   27.40,     -99,       6,     -99
5,USMZ8001,SN,1,1,MZ,63,     -99,     -99,     -99,     -99,     -99,     123,     -99,    5564,     -99,     -99,     -99,    1971,     -99,  0.2823,     -99,   394.2,     -99,   16494,     -99,   11017,     -99,    4.50,     -99,   0.337,     -99,     -99,     -99,      74,     -99,     137,     -99,      63,     -99,     1.3,     -99,    8899,     -99,     131,     -99,   27.82,     -99,       5,     -99
6,USMZ8001,SN,1,1,MZ,66,     -99,     -99,     -99,     -99,     -99,     124,     -99,    4768,     -99,     -99,     -99,    1766,     -99,  0.2700,     -99,   353.2,     -99,   14704,     -99,   10012,     -99,    4.02,     -99,   0.324,     -99,     -99,     -99,      72,     -99,     134,     -99,      62,     -99,     1.5,     -99,    8115,     -99,     129,     -99,   26.87,     -99,       6,     -99
7,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     116,     -99,    3805,     -99,     -99,     -99,    1409,     -99,  0.2700,     -99,   281.9,     -99,   10190,     -99,    6444,     -99,    2.20,     -99,   0.373,     -99,     -99,     -99,      65,     -99,     111,     -99,      46,     -99,     1.7,     -99,    4958,     -99,     106,     -99,   28.08,     -99,       5,     -99
8,USMZ8001,SN,1,1,MZ,62,     -99,     -99,     -99,     -99,     -99,     121,     -99,    5555,     -99,     -99,     -99,    2057,     -99,  0.2700,     -99,   411.5,     -99,   16145,     -99,   10664,     -99,    4.05,     -99,   0.344,     -99,     -99,     -99,      88,     -99,     145,     -99,      57,     -99,     1.6,     -99,    8036,     -99,     146,     -99,   27.04,     -99,       6,     -99
9,USMZ8001,SN,1,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     123,     -99,    5296,     -99,     -99,     -99,    1919,     -99,  0.2760,     -99,   383.8,     -99,   16418,     -99,   11207,     -99,    4.57,     -99,   0.323,     -99,     -99,     -99,      83,     -99,     155,     -99,      72,     -99,     1.6,     -99,    9115,     -99,     146,     -99,   27.43,     -99,       5,     -99
10,USMZ8001,SN,1,1,MZ,66,     -99,     -99,     -99,     -99,     -99,     -99,     -99,    6333,     -99,     -99,     -99,    2295,     -99,  0.2760,     -99,   458.9,     -99,   17057,     -99,   10804,     -99,    4.26,     -99,   0.371,     -99,     -99,     -99,      85,     -99,     140,     -99,      55,     -99,     1.3,     -99,    8081,     -99,     133,     -99,   27.21,     -99,       5,     -99
