RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,91,     -99,     -99,     -99,     -99,     -99,     146,     -99,    6887,     -99,     -99,     -99,    2845,     -99,  0.2420,     -99,   569.0,     -99,   20325,     -99,   13533,     -99,    5.14,     -99,   0.339,     -99,     -99,     -99,     114,     -99,     190,     -99,      76,     -99,     1.7,     -99,   10373,     -99,     194,     -99,   27.85,     -99,      14,     -99
2,USMZ8001,SN,1,1,MZ,92,     -99,     -99,     -99,     -99,     -99,     141,     -99,    5284,     -99,     -99,     -99,    3100,     -99,  0.1704,     -99,   620.0,     -99,   18635,     -99,   13441,     -99,    5.10,     -99,   0.284,     -99,     -99,     -99,      95,     -99,     191,     -99,      97,     -99,     1.8,     -99,   10260,     -99,     200,     -99,   27.81,     -99,      15,     -99
3,USMZ8001,SN,1,1,MZ,79,     -99,     -99,     -99,     -99,     -99,     128,     -99,    1487,     -99,     -99,     -99,    1282,     -99,  0.1160,     -99,   256.3,     -99,    8050,     -99,    6631,     -99,    3.33,     -99,   0.185,     -99,     -99,     -99,      27,     -99,     126,     -99,      99,     -99,     1.8,     -99,    5697,     -99,     125,     -99,   27.15,     -99,      12,     -99
4,USMZ8001,SN,1,1,MZ,86,     -99,     -99,     -99,     -99,     -99,     146,     -99,    5784,     -99,     -99,     -99,    2439,     -99,  0.2371,     -99,   487.9,     -99,   18397,     -99,   12702,     -99,    4.94,     -99,   0.314,     -99,     -99,     -99,      99,     -99,     176,     -99,      77,     -99,     1.7,     -99,    9288,     -99,     180,     -99,   27.18,     -99,      14,     -99
5,USMZ8001,SN,1,1,MZ,89,     -99,     -99,     -99,     -99,     -99,     149,     -99,    6146,     -99,     -99,     -99,    2790,     -99,  0.2203,     -99,   557.9,     -99,   19950,     -99,   13900,     -99,    5.16,     -99,   0.308,     -99,     -99,     -99,     106,     -99,     191,     -99,      84,     -99,     1.7,     -99,   10508,     -99,     196,     -99,   27.48,     -99,      13,     -99
6,USMZ8001,SN,1,1,MZ,88,     -99,     -99,     -99,     -99,     -99,     145,     -99,    7317,     -99,     -99,     -99,    2837,     -99,  0.2579,     -99,   567.4,     -99,   19543,     -99,   12307,     -99,    4.66,     -99,   0.374,     -99,     -99,     -99,     125,     -99,     201,     -99,      76,     -99,     1.7,     -99,    8756,     -99,     178,     -99,   25.65,     -99,      15,     -99
7,USMZ8001,SN,1,1,MZ,86,     -99,     -99,     -99,     -99,     -99,     142,     -99,    6978,     -99,     -99,     -99,    2765,     -99,  0.2524,     -99,   552.9,     -99,   16896,     -99,    9986,     -99,    3.07,     -99,   0.413,     -99,     -99,     -99,     120,     -99,     179,     -99,      59,     -99,     1.7,     -99,    6796,     -99,     137,     -99,   26.77,     -99,       9,     -99
8,USMZ8001,SN,1,1,MZ,90,     -99,     -99,     -99,     -99,     -99,     150,     -99,    7948,     -99,     -99,     -99,    3100,     -99,  0.2564,     -99,   620.0,     -99,   20829,     -99,   12968,     -99,    5.03,     -99,   0.382,     -99,     -99,     -99,     117,     -99,     176,     -99,      59,     -99,     1.5,     -99,    9816,     -99,     178,     -99,   26.66,     -99,      11,     -99
9,USMZ8001,SN,1,1,MZ,78,     -99,     -99,     -99,     -99,     -99,     130,     -99,    3946,     -99,     -99,     -99,    2559,     -99,  0.1542,     -99,   511.8,     -99,   14405,     -99,   10541,     -99,    4.10,     -99,   0.274,     -99,     -99,     -99,      72,     -99,     167,     -99,      96,     -99,     1.8,     -99,    7884,     -99,     162,     -99,   27.97,     -99,      14,     -99
10,USMZ8001,SN,1,1,MZ,89,     -99,     -99,     -99,     -99,     -99,     146,     -99,    8041,     -99,     -99,     -99,    3100,     -99,  0.2594,     -99,   620.0,     -99,   21806,     -99,   13852,     -99,    4.92,     -99,   0.369,     -99,     -99,     -99,     127,     -99,     190,     -99,      63,     -99,     1.6,     -99,    9676,     -99,     191,     -99,   26.50,     -99,      12,     -99
