RUNNO,TRNO,R#,O#,P#,CR,MODEL,EXNAME,TNAM,FNAM,WSTA,WYEAR,SOIL_ID,LAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,EYLDH,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST
1,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2010,LK04262657,          7.958,         81.042,    51.07,2010121,2010244,2010249,2010303,2010355,2010355,2010,-99,14829,4282,4282,0,6202,.2459999,1741,348.1205,.2887553,4.511978,-99.00000,-99,-99,-99,-99,-99,0,0,1494,796,333,462,212,264,287,2,100,0,167,9,16,85,144,68,.4224932,-99,-99,-99,-99,-99,-99,-99,-99,250,27591,27589,0,0,198344,198314,.000000,.9367060E-01,13.02482,32.53075,44.47836,-99.00000,3.761089,9.393686,12.84372,-99.00000,148.2875,88.79494,42.82000,25.64072,111,29.58019,23.81801,17.75405,11.77803,390.4253,1138.500,455.8381,124.4495,333.3925,1,
2,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2011,LK04262657,          7.958,         81.042,    51.07,2011121,2011244,2011249,2011302,2011353,2011353,2011,-99,14614,4096,4096,0,6081,.2333092,1756,351.1201,.2802773,4.204018,-99.00000,-99,-99,-99,-99,-99,0,0,1234,604,330,274,176,206,313,2,100,0,163,10,21,84,139,64,.1433086,-99,-99,-99,-99,-99,-99,-99,-99,250,27592,27590,0,0,198371,198340,.000000,.9036442E-01,14.49660,34.79435,44.22493,-99.00000,4.063089,9.752119,12.39531,-99.00000,146.1402,89.65656,40.96000,25.12883,109,30.63761,24.44587,18.10642,11.78246,392.2496,1008.100,420.0113,90.67659,330.4475,1,
3,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2012,LK04262657,          7.958,         81.042,    51.07,2012121,2012244,2012249,2012301,2012353,2012353,2012,-99,13270,3953,3953,0,5804,.2394375,1651,330.2054,.2979130,3.690628,-99.00000,-99,-99,-99,-99,-99,0,0,1322,539,311,228,232,263,352,2,100,0,150,14,22,77,127,62,.1323080,-99,-99,-99,-99,-99,-99,-99,-99,250,27598,27596,0,0,198463,198432,.000000,.1004707,11.58307,31.68604,42.62634,-99.00000,3.450593,9.439260,12.69837,-99.00000,132.6957,88.46379,39.53000,26.35333,109,30.79083,24.30091,17.88257,11.78246,394.7265,1145.600,418.7829,108.0002,311.2997,1,
4,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2013,LK04262657,          7.958,         81.042,    51.07,2013121,2013247,2013252,2013304,2013354,2013354,2013,-99,15012,4713,4713,0,6931,.2285855,2062,412.3894,.3139782,4.172063,-99.00000,-99,-99,-99,-99,-99,0,0,848,724,311,413,67,0,121,2,100,0,170,0,14,75,144,77,.2203552,-99,-99,-99,-99,-99,-99,-99,-99,250,27601,27599,0,0,198448,198412,.000000,.2152536E-03,29.21111,36.03634,48.19541,-99.00000,9.171044,11.31388,15.13131,-99.00000,150.1159,88.30347,47.13000,27.72353,107,31.20374,24.27570,18.07850,11.77016,397.2622,513.9000,416.5681,106.7330,311.4734,1,
5,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2014,LK04262657,          7.958,         81.042,    51.07,2014121,2014244,2014249,2014301,2014354,2014354,2014,-99,15824,4571,4571,0,6979,.2396626,1907,381.4262,.2888436,4.689139,-99.00000,-99,-99,-99,-99,-99,0,0,1594,630,318,312,264,420,344,2,100,0,182,18,16,107,158,78,.2231214,-99,-99,-99,-99,-99,-99,-99,-99,250,27568,27566,0,0,198156,198125,.000000,.3102067,13.03680,41.08377,49.71238,-99.00000,3.765860,11.86762,14.36011,-99.00000,158.2406,86.94541,45.71000,25.11539,110,30.19001,24.50273,16.89182,11.78023,399.2368,1213.800,385.1658,67.29456,318.3123,1,
6,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2015,LK04262657,          7.958,         81.042,    51.07,2015121,2015244,2015249,2015303,2015354,2015354,2015,-99,15123,4437,4437,0,6351,.2328001,1906,381.1449,.2933625,4.710241,-99.00000,-99,-99,-99,-99,-99,0,0,1715,635,311,325,277,626,241,2,100,0,179,27,16,114,155,75,.1831803,-99,-99,-99,-99,-99,-99,-99,-99,250,27562,27560,0,0,198105,198075,.000000,.2808874,10.78906,36.13422,48.69047,-99.00000,3.165442,10.60155,14.28548,-99.00000,151.2302,84.48616,44.37000,24.78771,110,29.90999,24.69455,16.74000,11.78023,401.7572,1401.700,418.5235,110.9306,310.5951,1,
7,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2016,LK04262657,          7.958,         81.042,    51.07,2016121,2016244,2016249,2016299,2016349,2016349,2016,-99,14485,5377,5377,0,8075,.2318251,2319,463.8759,.3711952,3.214505,-99.00000,-99,-99,-99,-99,-99,0,0,1519,650,305,344,454,263,217,2,100,0,181,8,45,125,153,93,.1863171,-99,-99,-99,-99,-99,-99,-99,-99,250,27548,27546,0,0,197948,197911,.000000,.3323478E-01,34.80388,39.02016,47.42577,-99.00000,12.91927,14.48436,17.60454,-99.00000,144.8538,80.02970,53.77000,29.70718,105,32.61810,24.70190,18.66381,11.79177,404.9066,416.2000,371.2280,68.89857,305.4326,1,
8,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2017,LK04262657,          7.958,         81.042,    51.07,2017121,2017244,2017249,2017300,2017351,2017351,2017,-99,16740,5342,5342,0,7996,.2395876,2229,445.8984,.3190964,4.812775,-99.00000,-99,-99,-99,-99,-99,0,0,1190,797,352,445,112,130,215,2,100,0,190,7,20,108,163,88,.3568656,-99,-99,-99,-99,-99,-99,-99,-99,250,27568,27566,0,0,198149,198119,.000000,.1022628,21.99990,35.84504,47.54536,-99.00000,7.020631,11.43891,15.17273,-99.00000,167.3972,88.10381,53.42000,28.11579,107,31.06541,24.56448,18.28785,11.78704,406.9797,760.9002,467.0026,118.3216,352.0790,1,
9,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2018,LK04262657,          7.958,         81.042,    51.07,2018121,2018244,2018249,2018302,2018354,2018354,2018,-99,14922,4034,4034,0,5885,.2396999,1683,336.5544,.2703093,4.734486,-99.00000,-99,-99,-99,-99,-99,0,0,1415,688,329,359,165,359,267,2,100,0,189,29,25,135,158,69,.1753086,-99,-99,-99,-99,-99,-99,-99,-99,250,27541,27539,0,0,197928,197897,.000000,.3515010,18.40426,37.56305,45.30138,-99.00000,4.975332,10.15464,12.24659,-99.00000,149.2218,78.95332,40.34000,21.34392,110,30.50364,24.28636,17.57091,11.78023,409.3496,810.8002,397.2568,70.00905,329.3979,1,
10,1,1,1,1,MZ,MZCER048,USMZ8001,Maize rainfed            ,GENERIC2,GHCP.WTH,2019,LK04262657,          7.958,         81.042,    51.07,2019121,2019244,2019249,2019304,2019354,2019354,2019,-99,16205,5073,5073,0,7255,.2238375,2267,453.3003,.3130628,4.557006,-99.00000,-99,-99,-99,-99,-99,0,0,1487,679,314,365,233,326,313,2,100,0,171,13,17,92,152,78,.2042206,-99,-99,-99,-99,-99,-99,-99,-99,250,27582,27581,0,0,198237,198206,.000000,.1715426,13.61562,39.86541,51.59114,-99.00000,4.262308,12.47969,16.15038,-99.00000,162.0531,94.76791,50.73000,29.66667,110,30.17273,24.66546,16.74000,11.78023,412.1431,1190.200,406.5006,94.59935,314.1104,1,
