RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     107,     -99,    3946,     -99,     -99,     -99,    1710,     -99,  0.2307,     -99,   342.1,     -99,   14180,     -99,   10316,     -99,    4.37,     -99,   0.278,     -99,     -99,     -99,      65,     -99,     139,     -99,      74,     -99,     1.6,     -99,    8695,     -99,     133,     -99,   27.16,     -99,       5,     -99
2,USMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     106,     -99,    3646,     -99,     -99,     -99,    1664,     -99,  0.2191,     -99,   332.8,     -99,   12670,     -99,    9098,     -99,    3.70,     -99,   0.288,     -99,     -99,     -99,      63,     -99,     129,     -99,      67,     -99,     1.7,     -99,    7487,     -99,     121,     -99,   28.12,     -99,       5,     -99
3,USMZ8001,SN,1,1,MZ,59,     -99,     -99,     -99,     -99,     -99,     109,     -99,    4356,     -99,     -99,     -99,    1930,     -99,  0.2257,     -99,   386.0,     -99,   14206,     -99,    9934,     -99,    4.11,     -99,   0.307,     -99,     -99,     -99,      69,     -99,     134,     -99,      66,     -99,     1.6,     -99,    7999,     -99,     124,     -99,   28.54,     -99,       5,     -99
4,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     108,     -99,    2657,     -99,     -99,     -99,    1235,     -99,  0.2152,     -99,   246.9,     -99,    9314,     -99,    6723,     -99,    2.74,     -99,   0.285,     -99,     -99,     -99,      47,     -99,     119,     -99,      72,     -99,     1.8,     -99,    5661,     -99,     118,     -99,   28.73,     -99,       5,     -99
5,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     108,     -99,    3155,     -99,     -99,     -99,    1427,     -99,  0.2210,     -99,   285.4,     -99,   12886,     -99,    9816,     -99,    4.23,     -99,   0.245,     -99,     -99,     -99,      52,     -99,     130,     -99,      78,     -99,     1.7,     -99,    8543,     -99,     125,     -99,   28.32,     -99,       5,     -99
6,USMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     106,     -99,    3286,     -99,     -99,     -99,    1489,     -99,  0.2208,     -99,   297.7,     -99,   13069,     -99,    9864,     -99,    4.17,     -99,   0.251,     -99,     -99,     -99,      51,     -99,     128,     -99,      77,     -99,     1.6,     -99,    8389,     -99,     122,     -99,   27.84,     -99,       5,     -99
7,USMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     105,     -99,    1317,     -99,     -99,     -99,     609,     -99,  0.2161,     -99,   121.9,     -99,    2528,     -99,    1229,     -99,    0.51,     -99,   0.521,     -99,     -99,     -99,      23,     -99,      32,     -99,       9,     -99,     1.7,     -99,     848,     -99,      21,     -99,   28.80,     -99,       5,     -99
8,USMZ8001,SN,1,1,MZ,56,     -99,     -99,     -99,     -99,     -99,     105,     -99,    2954,     -99,     -99,     -99,    1380,     -99,  0.2141,     -99,   275.9,     -99,   11753,     -99,    8877,     -99,    4.14,     -99,   0.251,     -99,     -99,     -99,      52,     -99,     121,     -99,      70,     -99,     1.7,     -99,    7698,     -99,     126,     -99,   27.71,     -99,       5,     -99
9,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     107,     -99,    3124,     -99,     -99,     -99,    1404,     -99,  0.2225,     -99,   280.8,     -99,   11225,     -99,    8166,     -99,    3.38,     -99,   0.278,     -99,     -99,     -99,      55,     -99,     120,     -99,      66,     -99,     1.7,     -99,    6881,     -99,     124,     -99,   28.44,     -99,       5,     -99
10,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     106,     -99,    3762,     -99,     -99,     -99,    1914,     -99,  0.1965,     -99,   382.8,     -99,   13933,     -99,   10256,     -99,    4.19,     -99,   0.270,     -99,     -99,     -99,      60,     -99,     134,     -99,      75,     -99,     1.6,     -99,    8274,     -99,     124,     -99,   27.95,     -99,       5,     -99
