RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
1,USMZ8001,SN,1,1,MZ,57,     -99,     -99,     -99,     -99,     -99,     106,     -99,    3753,     -99,     -99,     -99,    1685,     -99,  0.2227,     -99,   337.1,     -99,   11984,     -99,    8309,     -99,    4.27,     -99,   0.313,     -99,     -99,     -99,      65,     -99,     125,     -99,      60,     -99,     1.7,     -99,    6695,     -99,     127,     -99,   27.41,     -99,       5,     -99
2,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     105,     -99,    2500,     -99,     -99,     -99,    1221,     -99,  0.2047,     -99,   244.2,     -99,    6604,     -99,    4137,     -99,    1.19,     -99,   0.378,     -99,     -99,     -99,      44,     -99,      73,     -99,      29,     -99,     1.8,     -99,    3060,     -99,      64,     -99,   28.45,     -99,       5,     -99
3,USMZ8001,SN,1,1,MZ,60,     -99,     -99,     -99,     -99,     -99,     109,     -99,    4348,     -99,     -99,     -99,    1946,     -99,  0.2235,     -99,   389.1,     -99,   14260,     -99,    9992,     -99,    4.20,     -99,   0.305,     -99,     -99,     -99,      72,     -99,     136,     -99,      63,     -99,     1.7,     -99,    8030,     -99,     128,     -99,   27.47,     -99,       5,     -99
4,USMZ8001,SN,1,1,MZ,56,     -99,     -99,     -99,     -99,     -99,     105,     -99,    2812,     -99,     -99,     -99,    1302,     -99,  0.2159,     -99,   260.4,     -99,    7038,     -99,    4265,     -99,    1.16,     -99,   0.400,     -99,     -99,     -99,      49,     -99,      80,     -99,      31,     -99,     1.8,     -99,    2958,     -99,      63,     -99,   28.23,     -99,       5,     -99
5,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     108,     -99,    3770,     -99,     -99,     -99,    1713,     -99,  0.2201,     -99,   342.6,     -99,   13694,     -99,   10002,     -99,    3.92,     -99,   0.275,     -99,     -99,     -99,      61,     -99,     133,     -99,      72,     -99,     1.6,     -99,    8351,     -99,     125,     -99,   28.41,     -99,       5,     -99
6,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     106,     -99,    3262,     -99,     -99,     -99,    1519,     -99,  0.2147,     -99,   303.9,     -99,    8563,     -99,    5346,     -99,    2.09,     -99,   0.381,     -99,     -99,     -99,      57,     -99,      93,     -99,      36,     -99,     1.8,     -99,    3968,     -99,      86,     -99,   28.44,     -99,       5,     -99
7,USMZ8001,SN,1,1,MZ,55,     -99,     -99,     -99,     -99,     -99,     103,     -99,    1706,     -99,     -99,     -99,     824,     -99,  0.2072,     -99,   164.7,     -99,    3536,     -99,    1859,     -99,    1.01,     -99,   0.483,     -99,     -99,     -99,      30,     -99,      43,     -99,      13,     -99,     1.8,     -99,    1249,     -99,      29,     -99,   27.88,     -99,       5,     -99
8,USMZ8001,SN,1,1,MZ,56,     -99,     -99,     -99,     -99,     -99,     105,     -99,    3959,     -99,     -99,     -99,    1885,     -99,  0.2100,     -99,   377.0,     -99,   10770,     -99,    6861,     -99,    2.04,     -99,   0.368,     -99,     -99,     -99,      69,     -99,     112,     -99,      43,     -99,     1.8,     -99,    4790,     -99,      98,     -99,   27.94,     -99,       5,     -99
9,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     107,     -99,    2988,     -99,     -99,     -99,    1416,     -99,  0.2109,     -99,   283.3,     -99,   12700,     -99,    9798,     -99,    4.34,     -99,   0.235,     -99,     -99,     -99,      50,     -99,     132,     -99,      82,     -99,     1.7,     -99,    8584,     -99,     128,     -99,   27.70,     -99,       5,     -99
10,USMZ8001,SN,1,1,MZ,58,     -99,     -99,     -99,     -99,     -99,     106,     -99,    3847,     -99,     -99,     -99,    2027,     -99,  0.1898,     -99,   405.3,     -99,   14153,     -99,   10390,     -99,    4.41,     -99,   0.272,     -99,     -99,     -99,      63,     -99,     140,     -99,      76,     -99,     1.6,     -99,    8324,     -99,     133,     -99,   27.79,     -99,       5,     -99
